record_type,perm_id,n_boot,seed,runtime_sec,converged,FP_between,slope_1985_1991,slope_1992_2001,slope_2002_2007,slope_2008_2015
metadata,NA,1000,42,414.01300000000003,NA,NA,NA,NA,NA,NA
permutation,21,NA,NA,NA,TRUE,-0.003660908387973618,-0.003660908387973618,7.626998634254986e-4,0.005462871318963848,-0.004003639152798168
permutation,22,NA,NA,NA,TRUE,0.0025102281940969193,0.0025102281940969193,-0.0026213245758755954,-0.006755770755829536,0.014993693812297124
permutation,23,NA,NA,NA,TRUE,0.03337376091546871,0.03337376091546871,0.03226726236444077,0.0031322886479785983,0.015479636652176922
permutation,24,NA,NA,NA,TRUE,0.003430587307226531,0.003430587307226531,0.016991063876297494,0.003751835363579603,0.017605943537088647
permutation,25,NA,NA,NA,TRUE,-0.016045711388389918,-0.016045711388389918,-0.02955123397304548,-0.028125394302564784,-0.029742526778103975
permutation,26,NA,NA,NA,TRUE,-0.007756145388818842,-0.007756145388818842,-0.004218840318179868,-0.0090940303653332,-0.008461118609733755
permutation,27,NA,NA,NA,TRUE,0.014413535676341216,0.014413535676341216,0.010096501229067321,0.024613452612378264,-0.0018354970492327396
permutation,28,NA,NA,NA,TRUE,0.033486753329489735,0.033486753329489735,0.040117158226669135,0.03671844417134682,0.024331337562697758
permutation,29,NA,NA,NA,TRUE,0.002777039077313479,0.002777039077313479,0.008874926777857057,0.009782152624650351,0.01796449473766759
permutation,30,NA,NA,NA,TRUE,0.0032473610283212276,0.0032473610283212276,0.012884502164106146,-0.0017735986787580488,-0.002533941980610637
permutation,31,NA,NA,NA,TRUE,0.007623896082895577,0.007623896082895577,-0.0073008299853873065,-0.009725891814116271,-0.020874598554669523
permutation,32,NA,NA,NA,TRUE,0.02356099358868165,0.02356099358868165,0.0028153694493469154,0.020513803869839836,-0.006323657653084007
permutation,33,NA,NA,NA,TRUE,-0.011410889208453802,-0.011410889208453802,0.008628158628458003,0.009823334990894586,0.004105914471518007
permutation,34,NA,NA,NA,TRUE,-0.02865842834048404,-0.02865842834048404,-0.015728960733716685,0.012409274505178581,0.009335204930932307
permutation,35,NA,NA,NA,TRUE,-0.010259621982107663,-0.010259621982107663,0.004403966715544891,0.01638851469731473,0.019529670333200154
permutation,36,NA,NA,NA,TRUE,-0.02777551098638084,-0.02777551098638084,-0.014724968462266643,0.015732867788965467,-0.0010012888953542035
permutation,37,NA,NA,NA,TRUE,-0.011797093614882735,-0.011797093614882735,-0.004687575691731808,2.5010585546424505e-5,7.802973329933734e-4
permutation,38,NA,NA,NA,TRUE,-0.024673657720480354,-0.024673657720480354,-0.0021132898185530803,-0.01713025857091421,-0.0028294528712264795
permutation,39,NA,NA,NA,TRUE,3.471957862501887e-4,3.471957862501887e-4,-0.005523531147981126,0.009590915936925692,0.006161707300077765
permutation,40,NA,NA,NA,TRUE,-0.008785262031647548,-0.008785262031647548,-0.03334296930715991,-0.0031899221719580125,-0.004067641003532973
permutation,41,NA,NA,NA,TRUE,0.010721121308805507,0.010721121308805507,0.013654682121790197,-0.006573814174213032,-0.004029220343733238
permutation,42,NA,NA,NA,TRUE,0.010746399058825648,0.010746399058825648,0.03546503172624933,0.03787605068957275,0.04378376665338361
permutation,43,NA,NA,NA,TRUE,-0.009016991639028521,-0.009016991639028521,-0.006725573709527076,-0.014895376325012196,0.00435503026802401
permutation,44,NA,NA,NA,TRUE,-0.010883292555513839,-0.010883292555513839,-0.03422893724326659,-0.02244086400532934,-0.02569201168413436
permutation,45,NA,NA,NA,TRUE,-0.01896871023278036,-0.01896871023278036,-0.011501169959629298,0.012717474077841882,0.0073879302929635154
permutation,46,NA,NA,NA,TRUE,-0.0012879422914915948,-0.0012879422914915948,-0.014666073809752152,-0.006854726459007847,0.010918851384754544
permutation,47,NA,NA,NA,TRUE,-0.020922104360329836,-0.020922104360329836,-0.0098654882737886,0.009473280351099782,-0.012616466294793596
permutation,48,NA,NA,NA,TRUE,0.018177546423262886,0.018177546423262886,0.0028215692997117115,0.018344565420428886,0.030564934639331014
permutation,49,NA,NA,NA,TRUE,0.01689564177651876,0.01689564177651876,-1.3762287627055655e-4,-0.013741299210096071,-0.01735144222844859
permutation,50,NA,NA,NA,TRUE,0.019382019449233824,0.019382019449233824,-0.008785482876040675,0.007726440868391766,0.0019635065688908653
permutation,51,NA,NA,NA,TRUE,-0.008724135445270719,-0.008724135445270719,-0.0042984458607196775,0.0017113350605451154,0.003962067596879493
permutation,52,NA,NA,NA,TRUE,0.0114296312019185,0.0114296312019185,0.010528267375745413,0.05641898997557778,0.029264128222178262
permutation,53,NA,NA,NA,TRUE,-0.018723081527553802,-0.018723081527553802,-0.009293970819756471,-0.03688191679948566,-0.024487611028006173
permutation,54,NA,NA,NA,TRUE,0.003738911289132508,0.003738911289132508,0.005199071680820982,0.023967722544274005,0.03058732199676116
permutation,55,NA,NA,NA,TRUE,0.012211148360702157,0.012211148360702157,0.017403748132521817,-0.007930343771372233,-0.002445816230036698
permutation,56,NA,NA,NA,TRUE,0.015142310627665159,0.015142310627665159,0.016071966966073086,-0.0089800004452795755,-0.011228204764750418
permutation,57,NA,NA,NA,TRUE,-0.009314320674958822,-0.009314320674958822,0.0012450070235220777,0.027879343010249993,0.033551043693162516
permutation,58,NA,NA,NA,TRUE,-0.014808939097307943,-0.014808939097307943,0.005579007283641413,0.017264652101814593,0.004080509788318101
permutation,59,NA,NA,NA,TRUE,0.012285173714895308,0.012285173714895308,0.001812594875393517,0.044519712097154475,0.029473651641864003
