"stat_rec","lon","lat","mean_elevation_m","mean_depth_m","depth_min_m","depth_max_m","depth_range_m","grad_bearing_cross_deg","grad_bearing_along_deg","grad_magnitude_m_per_m","elev_at_centroid_m","pct_sounding","n_cells","n_nonland","n_direct","dist_to_gebco_edge_deg","tid_flag_lt50","tid_flag_lt25"
"46F3",3.50000000029982,58.75000000005,-172.024166666667,172.024166666667,95,290,195,2.47541849255295,92.475418492553,0.00277315828029764,-121,99.8125,28800,28800,28746,6.24999999994998,FALSE,FALSE
"47E6",-3.50000000009987,59.2499999999501,-85.0348263888889,85.0348263888889,-229,212,441,11.1253210934652,101.125321093465,0.0062073768763582,-91,99.0271772699197,28800,25904,25652,1.49999999990013,FALSE,FALSE
"47E7",-2.50000000029974,59.2499999999501,-47.4394791666667,47.4394791666667,-194,110,304,339.019688949897,69.019688949897,0.00903210803535117,-5,92.970698834655,28800,26859,24971,2.49999999970027,FALSE,FALSE
"47E8",-1.50000000004991,59.2499999999501,-99.8775694444444,99.8775694444444,42,174,132,180,270,0.00210832776609303,-98,99.9583333333333,28800,28800,28788,3.49999999995009,FALSE,FALSE
"47E9",-0.499999999800082,59.2499999999501,-132.346666666667,132.346666666667,101,276,175,314.360205972918,44.3602059729183,0.00067010788369878,-136,99.9236111111111,28800,28800,28778,4.50000000019992,FALSE,FALSE
"47F0",0.500000000000057,59.2499999999501,-128.367395833333,128.367395833333,84,194,110,314.360205972918,44.3602059729183,0.00469075518589146,-130,96.0694444444444,28800,28800,27668,5.50000000000006,FALSE,FALSE
"47F1",1.4999999998002,59.2499999999501,-113.372430555556,113.372430555556,96,164,68,248.636298038191,338.636298038191,0.000643060897845565,-110,94.6840277777778,28800,28800,27269,5.75000000004991,FALSE,FALSE
"47F2",2.50000000004999,59.2499999999501,-120.940034722222,120.940034722222,100,144,44,36.145090720918,126.145090720918,0.00203065980811274,-125,95.1666666666667,28800,28800,27408,5.75000000004991,FALSE,FALSE
"47F3",3.50000000029982,59.2499999999501,-210.641006944444,210.641006944444,116,293,177,11.1253210934652,101.125321093465,0.0062073768763582,-217,99.9861111111111,28800,28800,28796,5.75000000004991,FALSE,FALSE
"48E7",-2.50000000029974,59.7499999998502,-87.4747569444445,87.4747569444445,66,121,55,123.491506255843,213.491506255843,0.00129258422732405,-89,99.8993055555556,28800,28800,28771,2.49999999970027,FALSE,FALSE
"48E8",-1.50000000004991,59.7499999998502,-94.4284722222222,94.4284722222222,-246,136,382,130.388532353193,220.388532353193,0.00330231971058525,-76,98.9091297992942,28800,28051,27745,3.49999999995009,FALSE,FALSE
"48E9",-0.499999999800082,59.7499999998502,-127.529097222222,127.529097222222,100,150,50,90,180,0.000359324469996407,-136,99.8159722222222,28800,28800,28747,4.50000000019992,FALSE,FALSE
"48F0",0.500000000000057,59.7499999998502,-123.481145833333,123.481145833333,81,151,70,341.435409477357,71.4354094773569,0.000752417002266761,-132,93.5104166666667,28800,28800,26931,5.25000000014984,FALSE,FALSE
"48F1",1.4999999998002,59.7499999998502,-112.698368055556,112.698368055556,88,138,50,9.53243747720671,99.5324374772067,0.000723251906590896,-114,91.4965277777778,28800,28800,26351,5.25000000014984,FALSE,FALSE
"48F2",2.50000000004999,59.7499999998502,-114.242534722222,114.242534722222,93,128,35,303.491506255843,33.4915062558429,0.000430861409108016,-115,98.9027777777778,28800,28800,28484,5.25000000014984,FALSE,FALSE
"48F3",3.50000000029982,59.7499999998502,-226.962430555556,226.962430555556,105,288,183,31.6215938181175,121.621593818118,0.00251288535623129,-255,100,28800,28800,28800,5.25000000014984,FALSE,FALSE
"49E8",-1.50000000004991,60.2499999997502,-32.9602083333333,32.9602083333333,-283,170,453,170.45927801371,260.45927801371,0.0303504470635117,18,97.6125068677888,28800,20021,19543,3.49999999995009,FALSE,FALSE
"49E9",-0.499999999800082,60.2499999997502,-108.625729166667,108.625729166667,-73,153,226,287.225441637933,17.2254416379325,0.0114113422969645,-104,97.9000244183207,28800,28667,28065,4.50000000019992,FALSE,FALSE
"49F0",0.500000000000057,60.2499999997502,-139.574791666667,139.574791666667,102,179,77,259.618284536656,349.618284536656,0.00133945117300703,-128,93.5590277777778,28800,28800,26945,4.75000000024977,FALSE,FALSE
"49F1",1.4999999998002,60.2499999997502,-119.799270833333,119.799270833333,89,165,76,243.26047044089,333.26047044089,0.00214587445270874,-110,96.7534722222222,28800,28800,27865,4.75000000024977,FALSE,FALSE
"49F2",2.50000000004999,60.2499999997502,-104.773159722222,104.773159722222,84,121,37,189.392001363077,279.392001363077,0.00293586912190946,-104,99.1111111111111,28800,28800,28544,4.75000000024977,FALSE,FALSE
"49F3",3.50000000029982,60.2499999997502,-250.5075,250.5075,114,308,194,61.2062122856225,151.206212285623,0.00150340578864146,-291,100,28800,28800,28800,4.75000000024977,FALSE,FALSE
"50E8",-1.50000000004991,60.7499999996503,-87.6660069444444,87.6660069444444,-447,246,693,81.379703381392,171.379703381392,0.00654174022808096,-104,99.1499862901014,28800,25529,25312,3.49999999995009,FALSE,FALSE
"50E9",-0.499999999800082,60.7499999996503,-100.087673611111,100.087673611111,-265,172,437,331.667862494698,61.6678624946981,0.00807614775947891,-111,98.7895066043637,28800,27179,26850,4.2500000003497,FALSE,FALSE
"50F0",0.500000000000057,60.7499999996503,-137.926041666667,137.926041666667,104,168,64,0,90,0.000735384464440501,-142,98.6631944444444,28800,28800,28415,4.2500000003497,FALSE,FALSE
"50F1",1.4999999998002,60.7499999996503,-135.360069444444,135.360069444444,99,160,61,247.739978793154,337.739978793154,0.00258839879427689,-145,97.9930555555556,28800,28800,28222,4.2500000003497,FALSE,FALSE
"50F2",2.50000000004999,60.7499999996503,-134.779513888889,134.779513888889,88,306,218,166.270967124565,256.270967124565,0.000504675398086066,-124,99.9166666666667,28800,28800,28776,4.2500000003497,FALSE,FALSE
"50F3",3.50000000029982,60.7499999996503,-305.0075,305.0075,121,368,247,135.659429540826,225.659429540826,0.00239919161999686,-321,99.96875,28800,28800,28791,4.2500000003497,FALSE,FALSE
"51E8",-1.50000000004991,61.2500000000001,-321.985034722222,321.985034722222,119,1122,1003,140.015219169153,230.015219169153,0.012674897964272,-241,94.2916666666667,28800,28800,27156,3.49999999995009,FALSE,FALSE
"51E9",-0.499999999800082,61.2500000000001,-161.486493055556,161.486493055556,111,208,97,77.6555852042515,167.655585204251,0.00232958122804183,-164,99.7604166666667,28800,28800,28731,3.74999999999994,FALSE,FALSE
"51F0",0.500000000000057,61.2500000000001,-161.820694444444,161.820694444444,123,193,70,180,270,0.000249017921148611,-166,99.5138888888889,28800,28800,28660,3.74999999999994,FALSE,FALSE
"51F1",1.4999999998002,61.2500000000001,-156.336215277778,156.336215277778,130,311,181,180,270,0.000498035842297223,-148,99.1180555555556,28800,28800,28546,3.74999999999994,FALSE,FALSE
"51F2",2.50000000004999,61.2500000000001,-280.692638888889,280.692638888889,124,395,271,35.3759342289512,125.375934228951,0.00641349288054718,-292,98.3472222222222,28800,28800,28324,3.74999999999994,FALSE,FALSE
