"stat_rec","lon","lat","mean_elevation_m","mean_depth_m","depth_min_m","depth_max_m","depth_range_m","grad_bearing_cross_deg","grad_bearing_along_deg","grad_magnitude_m_per_m","elev_at_centroid_m","pct_sounding","n_cells","n_nonland","n_direct","dist_to_gebco_edge_deg","tid_flag_lt50","tid_flag_lt25"
"44F3",3.50000000029982,57.7500000002499,-72.0505555555556,72.0505555555556,53,100,47,212.236979479611,302.236979479611,0.00291902433595692,-63,78.6944444444444,28800,28800,22664,6.49999999970018,FALSE,FALSE
"44F4",4.50000000009999,57.7500000002499,-86.7111805555556,86.7111805555556,61,123,62,138.3514646525,228.3514646525,0.000901159602611102,-86,97.2465277777778,28800,28800,28007,5.49999999990001,FALSE,FALSE
"44F5",5.49999999990013,57.7500000002499,-135.757013888889,135.757013888889,72,303,231,267.020106997506,357.020106997506,0.00431773190566114,-121,100,28800,28800,28800,4.50000000009988,FALSE,FALSE
"45E6",-3.50000000009987,58.25000000015,85.8435069444444,-85.8435069444444,-594,80,674,16.2810415027687,106.281041502769,0.0495592075842136,181,96.8462549277267,28800,11415,11055,1.49999999990013,FALSE,FALSE
"45E7",-2.50000000029974,58.25000000015,-63.2276736111111,63.2276736111111,35,136,101,23.6780085382007,113.678008538201,0.00149123417008975,-53,100,28800,28800,28800,2.49999999970027,FALSE,FALSE
"45E8",-1.50000000004991,58.25000000015,-96.7094791666667,96.7094791666667,53,147,94,188.47071295849,278.47071295849,0.012196709971193,-139,99.6770833333333,28800,28800,28707,3.49999999995009,FALSE,FALSE
"45E9",-0.499999999800082,58.25000000015,-116.955243055556,116.955243055556,87,141,54,337.170311998713,67.1703119987131,0.00123481363128402,-110,99.8020833333333,28800,28800,28743,4.50000000019992,FALSE,FALSE
"45F0",0.500000000000057,58.25000000015,-144.229861111111,144.229861111111,120,157,37,318.748486157755,48.7484861577551,0.000908257944207149,-147,97.34375,28800,28800,28035,5.50000000000006,FALSE,FALSE
"45F1",1.4999999998002,58.25000000015,-112.144722222222,112.144722222222,77,152,75,57.6475431912494,147.647543191249,0.000425350699521789,-102,88.7395833333333,28800,28800,25557,6.4999999998002,FALSE,FALSE
"45F2",2.50000000004999,58.25000000015,-77.2004166666667,77.2004166666667,57,109,52,0,90,0,-69,81.4340277777778,28800,28800,23453,6.74999999985005,FALSE,FALSE
"45F3",3.50000000029982,58.25000000015,-103.925520833333,103.925520833333,61,251,190,32.5775220293349,122.577522029335,0.00378161187823923,-103,94.09375,28800,28800,27099,6.49999999970018,FALSE,FALSE
"45F4",4.50000000009999,58.25000000015,-210.945034722222,210.945034722222,84,310,226,65.5336273645174,155.533627364517,0.00934296902189225,-251,100,28800,28800,28800,5.49999999990001,FALSE,FALSE
"46E6",-3.50000000009987,58.75000000005,-27.2638194444444,27.2638194444444,-429,117,546,320.306064422877,50.3060644228771,0.00450079391270233,-88,97.7021696252466,28800,20280,19814,1.49999999990013,FALSE,FALSE
"46E7",-2.50000000029974,58.75000000005,-62.7853472222222,62.7853472222222,-100,109,209,72.1893079165513,162.189307916551,0.000754825991208135,-73,96.6374215337176,28800,27241,26325,2.49999999970027,FALSE,FALSE
"46E8",-1.50000000004991,58.75000000005,-103.778368055556,103.778368055556,75,192,117,72.1893079165513,162.189307916551,0.000754825991208135,-110,99.9409722222222,28800,28800,28783,3.49999999995009,FALSE,FALSE
"46E9",-0.499999999800082,58.75000000005,-127.463888888889,127.463888888889,93,235,142,61.1562322003132,151.156232200313,0.001914344085174,-123,99.9826388888889,28800,28800,28795,4.50000000019992,FALSE,FALSE
"46F0",0.500000000000057,58.75000000005,-136.356701388889,136.356701388889,96,169,73,5.29266537976881,95.2926653797688,0.00649234449172538,-131,98.8055555555556,28800,28800,28456,5.50000000000006,FALSE,FALSE
"46F1",1.4999999998002,58.75000000005,-113.395034722222,113.395034722222,83,142,59,232.365988428226,322.365988428226,0.00151244718229538,-104,89.8194444444444,28800,28800,25868,6.24999999994998,FALSE,FALSE
"46F2",2.50000000004999,58.75000000005,-107.809097222222,107.809097222222,82,138,56,57.2775732783886,147.277573278389,0.000854213211765653,-106,93.1493055555556,28800,28800,26827,6.24999999994998,FALSE,FALSE
