model_id,term,estimate,std_error,statistic,p_value,ci_low,ci_high,lambda,r_squared,adj_r_squared,n,panel
sem_biomass_covariate,mean_annual_hours_total,-1.1403156634702122e-7,6.529592101519961e-7,-0.17463811609377086,0.8613639964876536,-1.3938081016186546e-6,1.1657449689246122e-6,0.886990100075331,NA,NA,158,min10
sem_biomass_covariate,mean_ln_B_obs,0.1866270448293543,0.01291664328581198,14.4485715599463,0,0.16131088918801162,0.21194320047069698,0.886990100075331,NA,NA,158,min10
