phase_v2,FP_between,smooth_fit,smooth_se,smooth_lo,smooth_hi,linear_fit,linear_se,linear_lo,linear_hi,centered_at_FP_between
1992-2001,6.888610934821024,-0.03266158342204296,0.02982216983159379,-0.09111303629196679,0.02578986944788087,-0.029399572349329717,0.13571736541698395,-0.29540560856661824,0.2366064638679588,8.966104274930782
1992-2001,6.92775064168814,-0.03204447915548089,0.029263126290209933,-0.08940020668429235,0.025311248373330576,-0.028844863437078233,0.1364884842897812,-0.2963622926450493,0.23867256577089288,8.966104274930782
1992-2001,6.966890348555256,-0.03142738015004627,0.028704207593761345,-0.08768762703381851,0.024832866733725964,-0.02829015452482672,0.13725960316257843,-0.2973189767234804,0.24073866767382698,8.966104274930782
1992-2001,7.006030055422372,-0.030810287202592705,0.02814541283622725,-0.08597529636159812,0.024354721956412702,-0.027735445612575238,0.1380307220353757,-0.2982756608019116,0.24280476957676111,8.966104274930782
1992-2001,7.045169762289488,-0.030193201210570085,0.027586740750284666,-0.08426321308112802,0.02387681065998786,-0.027180736700323727,0.13880184090817296,-0.2992323448803427,0.24487087147969527,8.966104274930782
1992-2001,7.0843094691566035,-0.029576123155957888,0.027028189734227725,-0.08255137503504423,0.02339912872312845,-0.026626027788072215,0.1395729597809702,-0.3001890289587738,0.24693697338262938,8.966104274930782
1992-2001,7.12344917602372,-0.028959054089711948,0.026469757884108044,-0.08083977954256372,0.022921671363139818,-0.026071318875820704,0.14034407865376747,-0.30114571303720494,0.24900307528556354,8.966104274930782
1992-2001,7.1625888828908355,-0.028341995252038156,0.025911443178871653,-0.07912842388262659,0.02244443337855028,-0.02551660996356922,0.1411151975265647,-0.302102397115636,0.25106917718849764,8.966104274930782
1992-2001,7.201728589757952,-0.02772494807073454,0.02535324356162227,-0.07741730545151419,0.02196740931004511,-0.02496190105131771,0.14188631639936197,-0.3030590811940672,0.25313527909143174,8.966104274930782
1992-2001,7.240868296625068,-0.02710791405112498,0.024795156883633866,-0.07570642154304735,0.021490593440797397,-0.02440719213906617,0.14265743527215924,-0.3040157652724983,0.25520138099436596,8.966104274930782
1992-2001,7.280008003492184,-0.026490894764047316,0.02423718093931761,-0.07399576940510984,0.021013979877015202,-0.023852483226814686,0.14342855414495648,-0.3049724493509294,0.25726748289730006,8.966104274930782
1992-2001,7.3191477103592995,-0.025873891798290437,0.023679313445516107,-0.072285346151502,0.020537562554921132,-0.023297774314563202,0.14419967301775372,-0.30592913342936046,0.25933358480023405,8.966104274930782
1992-2001,7.358287417226416,-0.02525690686932494,0.02312155226612799,-0.07057514931093581,0.02006133557228592,-0.02274306540231169,0.14497079189055098,-0.3068858175077916,0.2613996867031682,8.966104274930782
1992-2001,7.397427124093532,-0.02463994181772257,0.02256389547808888,-0.06886517695477679,0.01958529331933164,-0.02218835649006015,0.14574191076334825,-0.30784250158622273,0.26346578860610237,8.966104274930782
1992-2001,7.436566830960648,-0.02402299851406976,0.0220063412579601,-0.06715542737967155,0.019109430351532033,-0.021633647577808668,0.1465130296361455,-0.3087991856646538,0.26553189050903647,8.966104274930782
1992-2001,7.475706537827763,-0.023406078879620224,0.02144888796069387,-0.06544589928258021,0.018633741523339766,-0.021078938665557184,0.14728414850894275,-0.309755869743085,0.2675979924119706,8.966104274930782
1992-2001,7.51484624469488,-0.02278918485747203,0.020891534095695084,-0.0637365916850344,0.018158221970090333,-0.020524229753305673,0.14805526738174,-0.3107125538215161,0.2696640943149047,8.966104274930782
1992-2001,7.553985951561996,-0.022172318482468523,0.02033427856322558,-0.06202750446639066,0.017682867501453616,-0.019969520841054134,0.14882638625453726,-0.31166923789994716,0.2717301962178389,8.966104274930782
1992-2001,7.593125658429112,-0.021555481884150112,0.019777120720373815,-0.060318638496082794,0.017207674727782566,-0.01941481192880265,0.1495975051273345,-0.31262592197837824,0.273796298120773,8.966104274930782
1992-2001,7.632265365296227,-0.020938677230877268,0.019220060256323,-0.058609995333270354,0.016732640871515814,-0.018860103016551166,0.15036862400013173,-0.3135826060568094,0.27586240002370704,8.966104274930782
1992-2001,7.671405072163344,-0.02032190671766262,0.018663097176443814,-0.056901577183492494,0.016257763748167255,-0.018305394104299655,0.151139742872929,-0.3145392901352405,0.2779285019266412,8.966104274930782
1992-2001,7.71054477903046,-0.01970517254535543,0.018106231731935925,-0.05519338673994985,0.015783041649238983,-0.017750685192048116,0.15191086174572627,-0.3154959742136716,0.2799946038295754,8.966104274930782
1992-2001,7.749684485897576,-0.01908847693473737,0.017549464568270938,-0.05348542748854841,0.01530847361907367,-0.017195976279796632,0.1526819806185235,-0.3164526582921027,0.2820607057325094,8.966104274930782
1992-2001,7.788824192764691,-0.018471822124358057,0.016992796794839844,-0.05177770384224415,0.014834059593528036,-0.01664126736754515,0.15345309949132074,-0.31740934237053375,0.2841268076354435,8.966104274930782
1992-2001,7.827963899631808,-0.01785521036217029,0.01643623009403417,-0.05007022134647726,0.014359800622136681,-0.016086558455293637,0.154224218364118,-0.31836602644896494,0.2861929095383776,8.966104274930782
1992-2001,7.867103606498924,-0.01723864389219124,0.015879766625038223,-0.048362986477266154,0.013885698692883676,-0.015531849543042098,0.15499533723691528,-0.319322710527396,0.28825901144131183,8.966104274930782
1992-2001,7.90624331336604,-0.01662212494137973,0.015323409044516696,-0.046656006668632455,0.013411756785872992,-0.014977140630790614,0.15576645610971251,-0.3202793946058271,0.29032511334424593,8.966104274930782
1992-2001,7.945383020233156,-0.016005655720223288,0.014767160459961232,-0.044949290221747304,0.012937978781300725,-0.014422431718539103,0.15653757498250975,-0.3212360786842582,0.29239121524718004,8.966104274930782
1992-2001,7.984522727100272,-0.01538923841813125,0.014211024442837472,-0.043242846326092696,0.012464369489830195,-0.013867722806287619,0.15730869385530702,-0.3221927627626894,0.29445731715011414,8.966104274930782
1992-2001,8.023662433967388,-0.014772875190375309,0.013655005110922297,-0.04153668520778301,0.011990934827032394,-0.01331301389403608,0.15807981272810429,-0.32314944684112046,0.29652341905304835,8.966104274930782
1992-2001,8.062802140834505,-0.014156568139011106,0.013099107285826594,-0.03983081841923123,0.011517682141209018,-0.012758304981784568,0.15885093160090155,-0.32410613091955165,0.29858952095598246,8.966104274930782
1992-2001,8.10194184770162,-0.013540319329898978,0.012543336546198564,-0.03812525896044816,0.011044620300650208,-0.012203596069533112,0.15962205047369876,-0.32506281499798273,0.30065562285891645,8.966104274930782
1992-2001,8.141081554568736,-0.012924130686915792,0.011987699709318242,-0.03642002211717955,0.01057176074334796,-0.011648887157281601,0.16039316934649603,-0.3260194990764138,0.30272172476185066,8.966104274930782
1992-2001,8.180221261435852,-0.012308003950651214,0.011432205246450448,-0.03471512623369409,0.010099118332391662,-0.011094178245030062,0.1611642882192933,-0.3269761831548449,0.30478782666478477,8.966104274930782
1992-2001,8.219360968302968,-0.011691940728575814,0.010876863574961496,-0.03301059333550035,0.009626711878348718,-0.01053946933277855,0.1619354070920906,-0.3279328672332761,0.306853928567719,8.966104274930782
1992-2001,8.258500675170083,-0.011075942576263697,0.010321687393750674,-0.031306449868015014,0.009154564715487623,-0.009984760420527095,0.16270652596488777,-0.3288895513117071,0.3089200304706529,8.966104274930782
1992-2001,8.2976403820372,-0.010460011005609313,0.009766692359269755,-0.029602728029778032,0.008682706018559406,-0.009430051508275583,0.16347764483768507,-0.3298462353901383,0.31098613237358713,8.966104274930782
1992-2001,8.336780088904316,-0.009844147374615225,0.009211898375023836,-0.027899468189661943,0.008211173440431492,-0.008875342596024044,0.16424876371048233,-0.33080291946856943,0.3130522342765213,8.966104274930782
1992-2001,8.375919795771432,-0.009228352928038159,0.008657330955488277,-0.02619672160079518,0.007740015744718862,-0.008320633683772533,0.16501988258327954,-0.3317596035470004,0.3151183361794554,8.966104274930782
1992-2001,8.415059502638549,-0.00861262881142105,0.008103023231286388,-0.024494554344742375,0.007269296721900272,-0.007765924771521077,0.16579100145607684,-0.3327162876254317,0.3171844380823895,8.966104274930782
1992-2001,8.454199209505664,-0.007996976004111244,0.007549019117905936,-0.022793053475206878,0.0067991014669843905,-0.007211215859269565,0.16656212032887405,-0.3336729717038627,0.3192505399853236,8.966104274930782
1992-2001,8.49333891637278,-0.007381395318759186,0.0069953777615073065,-0.021092335731313507,0.006329545093795134,-0.006656506947018026,0.16733323920167129,-0.33462965578229376,0.3213166418882577,8.966104274930782
1992-2001,8.532478623239896,-0.006765887280593865,0.006442180717992539,-0.01939256148785924,0.005860786926671511,-0.006101798034766515,0.16810435807446858,-0.33558633986072495,0.3233827437911919,8.966104274930782
1992-2001,8.571618330107011,-0.006150452052691706,0.005889542941844533,-0.01769395621870699,0.0053930521133235786,-0.005547089122515059,0.1688754769472658,-0.336543023939156,0.3254488456941259,8.966104274930782
1992-2001,8.610758036974127,-0.0055350895930047885,0.005337629387257253,-0.015996843192029004,0.004926664006019428,-0.004992380210263547,0.16964659582006306,-0.3374997080175871,0.32751494759706,8.966104274930782
1992-2001,8.649897743841244,-0.004919799670151058,0.0047866836365047785,-0.014301699597700425,0.0044621002573983085,-0.004437671298012008,0.17041771469286035,-0.3384563920960183,0.3295810494999942,8.966104274930782
1992-2001,8.68903745070836,-0.0043045819311804704,0.004237078248927437,-0.012609255299078248,0.004000091436717306,-0.0038829623857604967,0.17118883356565762,-0.3394130761744494,0.33164715140292844,8.966104274930782
1992-2001,8.728177157575477,-0.0036894357027946554,0.003689411213826175,-0.01092068168189396,0.003541810276304648,-0.0033282534735090408,0.17195995243845486,-0.34036976025288057,0.33371325330586243,8.966104274930782
1992-2001,8.767316864442591,-0.0030743601010078773,0.003144698632840827,-0.009237969421375898,0.0030892492193601434,-0.0027735445612575294,0.17273107131125207,-0.34132644433131154,0.33577935520879654,8.966104274930782
1992-2001,8.806456571309708,-0.0024593540842021496,0.002604803222547939,-0.00756476840039611,0.002646060231991811,-0.00221883564900599,0.17350219018404933,-0.3422831284097427,0.3378454571117307,8.966104274930782
1992-2001,8.845596278176824,-0.0018444164775374468,0.0020735073252896013,-0.005908490835105066,0.002219657880030172,-0.0016641267367544788,0.1742733090568466,-0.3432398124881738,0.33991155901466485,8.966104274930782
1992-2001,8.884735985043939,-0.0012295459910451174,0.0015596519464128548,-0.0042864638060143125,0.0018273718239240778,-0.0011094178245030228,0.17504442792964384,-0.34419649656660495,0.3419776609175989,8.966104274930782
1992-2001,8.923875691911055,-6.147410910656246e-4,0.0010882813350093082,-0.002747772507683869,0.0015182903255526198,-5.547089122515114e-4,0.17581554680244108,-0.34515318064503603,0.344043762820533,8.966104274930782
1992-2001,8.963015398778172,0,7.450463189871727e-4,-0.0014602907852148584,0.0014602907852148584,0,0.17658666567523834,-0.34610986472346716,0.34610986472346716,8.966104274930782
1992-2001,9.002155105645288,6.14679245057966e-4,7.38160458858361e-4,-8.321152543044215e-4,0.0020614737444203538,5.547089122515392e-4,0.1773577845480356,-0.34706654880189824,0.3481759666264014,8.966104274930782
1992-2001,9.041294812512405,0.0012292986958732017,0.0010741885183169703,-8.761108000280601e-4,0.0033347081917744635,0.001109417824502995,0.17812890342083287,-0.34802323288032944,0.35024206852933537,8.966104274930782
1992-2001,9.08043451937952,0.001843860544516217,0.001543460792038897,-0.001181322607880021,0.004869043696912455,0.0016641267367545065,0.17890002229363008,-0.3489799169587604,0.3523081704322695,8.966104274930782
1992-2001,9.119574226246636,0.002458367131488847,0.0020567548184662605,-0.0015728723127050237,0.006489606575682718,0.002218835649006018,0.17967114116642735,-0.3499366010371916,0.3543742723352036,8.966104274930782
1992-2001,9.158713933113752,0.0030728209070103197,0.0025880466923096255,-0.001999750609916546,0.008145392423937185,0.002773544561257557,0.18044226003922462,-0.3508932851156227,0.3564403742381378,8.966104274930782
1992-2001,9.197853639980867,0.0036872243887189128,0.003128211843416965,-0.002444070824378338,0.009818519601816164,0.003328253473509013,0.18121337891202183,-0.35184996919405376,0.3585064761410718,8.966104274930782
1992-2001,9.236993346847983,0.004301580167074452,0.0036733662118795187,-0.0028982176082094045,0.011501377942358308,0.0038829623857605244,0.18198449778481912,-0.35280665327248495,0.360572578044006,8.966104274930782
1992-2001,9.2761330537151,0.004915890871475881,0.004221602397454618,-0.003358449827535171,0.013190231570486932,0.004437671298012036,0.18275561665761636,-0.35376333735091603,0.3626386799469401,8.966104274930782
1992-2001,9.315272760582216,0.005530159173317473,0.004771881088703182,-0.0038227277605407638,0.01488304610717571,0.004992380210263575,0.18352673553041365,-0.3547200214293472,0.3647047818498743,8.966104274930782
1992-2001,9.354412467449333,0.006144387795728463,0.005323590327459107,-0.004289849246091388,0.016578624837548312,0.0055470891225150865,0.18429785440321092,-0.3556767055077783,0.36677088375280853,8.966104274930782
1992-2001,9.393552174316447,0.006758579476138896,0.0058763470141373515,-0.004759060671570312,0.018276219623848105,0.006101798034766542,0.1850689732760081,-0.3566333895862094,0.3688369856557424,8.966104274930782
1992-2001,9.432691881183564,0.007372736951253177,0.0064298995383139535,-0.005229866143842171,0.019975340046348527,0.006656506947018054,0.18584009214880534,-0.35759007366464046,0.3709030875586765,8.966104274930782
1992-2001,9.47183158805068,0.00798686294472476,0.00698407673515851,-0.00570192745618592,0.02167565334563544,0.007211215859269593,0.18661121102160266,-0.3585467577430716,0.3729691894616108,8.966104274930782
1992-2001,9.510971294917796,0.00860096015750443,0.007538758538630789,-0.006175006578211916,0.023376926893220774,0.007765924771521104,0.1873823298943999,-0.3595034418215027,0.3750352913645449,8.966104274930782
1992-2001,9.550111001784913,0.009215031239363923,0.008093858902464288,-0.00664893220946608,0.025078994688193926,0.00832063368377256,0.18815344876719717,-0.36046012589993387,0.377101393267479,8.966104274930782
1992-2001,9.589250708652028,0.009829078819569799,0.008649314619213356,-0.007123577834088377,0.026781735473227975,0.008875342596024072,0.18892456763999438,-0.3614168099783649,0.37916749517041304,8.966104274930782
1992-2001,9.628390415519144,0.010443105504417823,0.009205078503597038,-0.007598848362632372,0.028485059371468016,0.009430051508275611,0.18969568651279164,-0.362373494056796,0.38123359707334725,8.966104274930782
1992-2001,9.66753012238626,0.011057113887508836,0.00976111486692262,-0.008074671251659499,0.030188899026677173,0.009984760420527122,0.1904668053855889,-0.36333017813522717,0.38329969897628136,8.966104274930782
1992-2001,9.706669829253375,0.011671106498208473,0.01031739673613676,-0.008550991104619576,0.03189320410103652,0.010539469332778578,0.19123792425838612,-0.36428686221365825,0.38536580087921535,8.966104274930782
1992-2001,9.7458095361204915,0.012285085755638515,0.010873903854361511,-0.009027765798910046,0.03359793731018708,0.01109417824503009,0.1920090431311834,-0.3652435462920893,0.38743190278214956,8.966104274930782
1992-2001,9.784949242987608,0.012899053961439104,0.011430621067584228,-0.009504963331025984,0.035303071253904195,0.011648887157281629,0.19278016200398065,-0.36620023037052046,0.3894980046850837,8.966104274930782
1992-2001,9.824088949854724,0.013513013333115042,0.01198753701766782,-0.009982559221513884,0.037008585887743965,0.01220359606953314,0.19355128087677792,-0.3671569144489516,0.3915641065880179,8.966104274930782
1992-2001,9.86322865672184,0.014126965903630976,0.012544643464573457,-0.010460535286933,0.03871446709419495,0.012758304981784596,0.19432239974957516,-0.36811359852738273,0.3936302084909519,8.966104274930782
1992-2001,9.902368363588955,0.014740913439978643,0.013101934651481566,-0.010938878476925226,0.04042070535688251,0.013313013894036108,0.1950935186223724,-0.36907028260581376,0.395696310393886,8.966104274930782
1992-2001,9.941508070456072,0.015354857519538063,0.013659406441013596,-0.011417579104848584,0.04212729414392471,0.013867722806287647,0.19586463749516966,-0.37002696668424484,0.3977624122968202,8.966104274930782
1992-2001,9.980647777323188,0.01596879952653557,0.014217055779546251,-0.011896629801375083,0.043834228854446225,0.014422431718539158,0.1966357563679669,-0.3709836507626759,0.3998285141997543,8.966104274930782
1992-2001,10.019787484190303,0.016582740665664862,0.014774880231831624,-0.01237602458872512,0.04554150592005485,0.014977140630790614,0.19740687524076417,-0.3719403348411071,0.4018946161026884,8.966104274930782
1992-2001,10.05892719105742,0.01719668202443583,0.015332877564741897,-0.012855758002458289,0.047249122051329945,0.015531849543042126,0.19817799411356143,-0.3728970189195383,0.4039607180056225,8.966104274930782
1992-2001,10.098066897924536,0.017810624494366118,0.015891045554508286,-0.01333582479247012,0.048957073781202357,0.016086558455293665,0.1989491129863587,-0.3738537029979694,0.4060268199085567,8.966104274930782
1992-2001,10.137206604791652,0.018424568729544,0.016449381775613763,-0.013816219550658978,0.050665357009746975,0.016641267367545176,0.19972023185915594,-0.37481038707640046,0.4080929218114908,8.966104274930782
1992-2001,10.176346311658769,0.019038515187308057,0.01700788337045407,-0.014296936218781926,0.05237396659339804,0.017195976279796632,0.2004913507319532,-0.37576707115483166,0.4101590237144249,8.966104274930782
1992-2001,10.215486018525883,0.01965246425058441,0.0175665468345756,-0.014777967545183762,0.05408289604635258,0.017750685192048143,0.20126246960475042,-0.3767237552332627,0.41222512561735897,8.966104274930782
1992-2001,10.254625725393,0.02026641621394461,0.018125367978159498,-0.015259305023248005,0.05579213745113723,0.018305394104299655,0.20203358847754768,-0.3776804393116938,0.4142912275202931,8.966104274930782
1992-2001,10.293765432260116,0.0208803712263331,0.018684341994866627,-0.015740939083605486,0.057501681536271686,0.018860103016551166,0.20280470735034492,-0.3786371233901249,0.41635732942322723,8.966104274930782
1992-2001,10.33290513912723,0.021494329247973554,0.01924346360331101,-0.01622285941451603,0.05921151791046314,0.019414811928802622,0.2035758262231422,-0.37959380746855603,0.4184234313261613,8.966104274930782
1992-2001,10.372044845994349,0.02210829013960843,0.019802727020872303,-0.01670505482130128,0.060921635100518144,0.01996952084105419,0.20434694509593948,-0.38055049154698717,0.42048953322909555,8.966104274930782
1992-2001,10.411184552861464,0.02272225373270544,0.020362125894640582,-0.017187513020790104,0.06263202048620098,0.0205242297533057,0.2051180639687367,-0.3815071756254182,0.4225556351320296,8.966104274930782
1992-2001,10.45032425972858,0.02333621982263871,0.020921653512374683,-0.017670221061615667,0.06434266070689308,0.021078938665557212,0.20588918284153396,-0.38246385970384933,0.42462173703496375,8.966104274930782
1992-2001,10.489463966595697,0.023950188160336817,0.021481303070952983,-0.01815316585873103,0.06605354217940466,0.021633647577808668,0.20666030171433122,-0.3834205437822805,0.42668783893789786,8.966104274930782
1992-2001,10.528603673462811,0.02456415848429906,0.022041067650950267,-0.01863633411156346,0.06776465108016158,0.02218835649006018,0.20743142058712846,-0.3843772278607116,0.42875394084083196,8.966104274930782
1992-2001,10.567743380329928,0.02517813053451165,0.022600940444324147,-0.019119712736363675,0.06947597380538698,0.02274306540231169,0.2082025394599257,-0.3853339119391427,0.43082004274376606,8.966104274930782
1992-2001,10.606883087197044,0.02579210405790203,0.02316091487314248,-0.019603289093457228,0.07118749720926129,0.023297774314563202,0.20897365833272297,-0.3862905960175738,0.4328861446467002,8.966104274930782
1992-2001,10.646022794064159,0.02640607880678778,0.02372098436944015,-0.020087050557314915,0.07289920817089048,0.023852483226814658,0.20974477720552018,-0.3872472800960049,0.4349522465496342,8.966104274930782
1992-2001,10.685162500931277,0.02702005455677411,0.024281142666719904,-0.0205709850699969,0.07461109418354513,0.024407192139066225,0.2105158960783175,-0.3882039641744361,0.43701834845256854,8.966104274930782
1992-2001,10.724302207798392,0.027634031090748128,0.02484138361461504,-0.021055080793897354,0.07632314297539361,0.024961901051317736,0.21128701495111474,-0.38916064825286717,0.43908445035550264,8.966104274930782
1992-2001,10.763441914665508,0.028248008202428176,0.025401701190421844,-0.021539326130798633,0.07803534253565499,0.025516609963569248,0.21205813382391198,-0.3901173323312982,0.4411505522584367,8.966104274930782
1992-2001,10.802581621532624,0.02886198573625683,0.025962089987466654,-0.022023710639177813,0.07974768211169148,0.02607131887582076,0.21282925269670924,-0.39107401640972933,0.44321665416137085,8.966104274930782
1992-2001,10.84172132839974,0.029475963551516632,0.026522544889563744,-0.02250822443202831,0.08146015153506157,0.026626027788072215,0.21360037156950648,-0.39203070048816047,0.4452827560643049,8.966104274930782
1992-2001,10.880861035266856,0.030089941507492047,0.027083060903505752,-0.022992857863379224,0.08317274087836332,0.027180736700323727,0.21437149044230375,-0.3929873845665916,0.44734885796723906,8.966104274930782
2002-2007,6.223235918080052,-0.17245330958008342,0.07442864309303035,-0.3183334500424229,-0.026573169117743933,-0.3351601989063293,0.1285475384870806,-0.5871133743410073,-0.08320702347165138,8.966104274930782
2002-2007,6.262375624947168,-0.16734109049116191,0.07162851895381513,-0.30773298764063955,-0.026949193341684274,-0.3303721960648103,0.12935601064547272,-0.5839099769299367,-0.07683441519968376,8.966104274930782
2002-2007,6.301515331814284,-0.1622351780605965,0.0688698712609923,-0.2972201257321414,-0.02725023038905161,-0.32558419322329135,0.13016448280386486,-0.5807065795188664,-0.07046180692771625,8.966104274930782
2002-2007,6.3406550386814,-0.15714380012432505,0.06615955348937415,-0.2868165249634984,-0.02747107528515172,-0.3207961903817723,0.13097295496225697,-0.577503182107796,-0.06408919865574864,8.966104274930782
2002-2007,6.379794745548516,-0.1520765392768948,0.06350514153864699,-0.2765466166926429,-0.027606461861146694,-0.3160081875402534,0.1317814271206491,-0.5742997846967257,-0.05771659038378113,8.966104274930782
2002-2007,6.418934452415632,-0.14704609315182232,0.0609153253522204,-0.2664401308421743,-0.027652055461470343,-0.31122018469873425,0.13258989927904127,-0.5710963872856551,-0.05134398211181335,8.966104274930782
2002-2007,6.458074159282748,-0.142066285601967,0.05839922962079988,-0.2565287756587348,-0.027603795545199233,-0.30643218185721544,0.1333983714374334,-0.5678929898745849,-0.04497137383984595,8.966104274930782
2002-2007,6.497213866149864,-0.13715096198583038,0.05596602954466361,-0.24684437989337105,-0.027457544078289695,-0.3016441790156964,0.13420684359582555,-0.5646895924635145,-0.038598765567878335,8.966104274930782
2002-2007,6.53635357301698,-0.13231431881066097,0.0536249588971548,-0.2374192382490844,-0.027209399372237555,-0.2968561761741775,0.13501531575421766,-0.5614861950524441,-0.032226157295910884,8.966104274930782
2002-2007,6.575493279884096,-0.12757126762378063,0.051385248512276646,-0.22828635470784286,-0.026856180539718402,-0.29206817333265844,0.13582378791260982,-0.5582827976413737,-0.025853549023943212,8.966104274930782
2002-2007,6.614632986751212,-0.12293680693569907,0.04925571869171912,-0.21947801557146857,-0.026395598299929587,-0.2872801704911394,0.13663226007100193,-0.5550794002303032,-0.01948094075197565,8.966104274930782
2002-2007,6.653772693618328,-0.1184259352569249,0.04724452656934697,-0.21102520733284497,-0.025826663181004836,-0.2824921676496204,0.13744073222939407,-0.5518760028192328,-0.013108332480007978,8.966104274930782
2002-2007,6.692912400485444,-0.11405365109796699,0.045358898590639136,-0.2029570923356197,-0.025150209860314285,-0.27770416480810145,0.1382492043877862,-0.5486726054081624,-0.006735724208040472,8.966104274930782
2002-2007,6.73205210735256,-0.10983495296933359,0.043604824059645865,-0.1953004081262395,-0.024369497812427685,-0.2729161619665824,0.13905767654617834,-0.545469207997092,-3.631159360728553e-4,8.966104274930782
2002-2007,6.771191814219676,-0.10578483938153442,0.04198672179099493,-0.18807881409188448,-0.023490864671184372,-0.2681281591250635,0.13986614870457048,-0.5422658105860216,0.006009492335894651,8.966104274930782
2002-2007,6.810331521086792,-0.10191810257975163,0.0405071106578615,-0.1813120394691602,-0.022524165690343087,-0.26334015628354446,0.14067462086296262,-0.5390624131749512,0.012382100607862268,8.966104274930782
2002-2007,6.849471227953908,-0.09824815023078225,0.039166369729799234,-0.17501423490118873,-0.021482065560375754,-0.25855215344202553,0.14148309302135476,-0.5358590157638808,0.018754708879829773,8.966104274930782
2002-2007,6.888610934821024,-0.09478781868628154,0.03796247927530195,-0.16919427806587334,-0.02038135930668973,-0.2537641506005064,0.14229156517974692,-0.5326556183528104,0.025127317151797557,8.966104274930782
2002-2007,6.92775064168814,-0.09154952181085964,0.0368908529528239,-0.16385559359839447,-0.019243450023324796,-0.24897614775898746,0.143100037338139,-0.5294522209417398,0.03149992542376495,8.966104274930782
2002-2007,6.966890348555256,-0.08854427394612736,0.035944380906715846,-0.15899526052329044,-0.018093287368964303,-0.24418814491746854,0.14390850949653117,-0.5262488235306697,0.03787253369573257,8.966104274930782
2002-2007,7.006030055422372,-0.08578119428975682,0.03511363947968806,-0.1546039276699454,-0.01695846090956822,-0.2394001420759495,0.1447169816549233,-0.5230454261195991,0.044245141967700186,8.966104274930782
2002-2007,7.045169762289488,-0.08326786538996776,0.03438718791229568,-0.1506667536980673,-0.015868977081868227,-0.23461213923443047,0.14552545381331544,-0.5198420287085288,0.0506177502396678,8.966104274930782
2002-2007,7.0843094691566035,-0.08101046135181537,0.03375197028778631,-0.14716432311587652,-0.014856599587754218,-0.22982413639291166,0.14633392597170755,-0.5166386312974585,0.05699035851163514,8.966104274930782
2002-2007,7.12344917602372,-0.07901393527115909,0.033193775794214016,-0.14407373582781857,-0.01395413471449962,-0.22503613355139251,0.14714239813009972,-0.5134352338863879,0.06336296678360293,8.966104274930782
2002-2007,7.1625888828908355,-0.07727967594005365,0.03269807329921898,-0.14136789960652285,-0.013191452273584453,-0.2202481307098736,0.14795087028849183,-0.5102318364753176,0.06973557505557038,8.966104274930782
2002-2007,7.201728589757952,-0.07580544768140036,0.03225064591632573,-0.13901671367739882,-0.012594181685401926,-0.21546012786835467,0.148759342446884,-0.5070284390642472,0.07610818332753794,8.966104274930782
2002-2007,7.240868296625068,-0.07458743872223793,0.031837806345778666,-0.13698953915996412,-0.012185338284511744,-0.21067212502683552,0.14956781460527613,-0.5038250416531767,0.08248079159950567,8.966104274930782
2002-2007,7.280008003492184,-0.07362045128568227,0.031446718367837925,-0.1352560192866446,-0.011984883284719944,-0.2058841221853165,0.15037628676366824,-0.5006216442421062,0.08885339987147323,8.966104274930782
2002-2007,7.3191477103592995,-0.07289888237389013,0.031065491036461033,-0.13378724480535376,-0.012010519942426502,-0.20109611934379756,0.15118475892206037,-0.4974182468310359,0.09522600814344079,8.966104274930782
2002-2007,7.358287417226416,-0.07241412493759085,0.030683855400315967,-0.13255448152221014,-0.012273768352971552,-0.19630811650227864,0.1519932310804525,-0.4942148494199656,0.1015986164154083,8.966104274930782
2002-2007,7.397427124093532,-0.07215457744751948,0.03029335012171461,-0.1315295436860801,-0.01277961120895884,-0.1915201136607595,0.15280170323884468,-0.49101145200889507,0.10797122468737608,8.966104274930782
2002-2007,7.436566830960648,-0.07210787139664833,0.02988696893958036,-0.13068633051822584,-0.013529412275070825,-0.18673211081924057,0.15361017539723681,-0.4878080545978247,0.11434383295934358,8.966104274930782
2002-2007,7.475706537827763,-0.0722602899484729,0.029459286279604868,-0.13000049105649844,-0.014520088840447365,-0.18194410797772154,0.15441864755562892,-0.4846046571867542,0.12071644123131114,8.966104274930782
2002-2007,7.51484624469488,-0.07259749308789003,0.029006288108842277,-0.1294498177812209,-0.015745168394559167,-0.1771561051362026,0.15522711971402106,-0.4814012597756839,0.12708904950327865,8.966104274930782
2002-2007,7.553985951561996,-0.0731023351617082,0.02852583803994401,-0.12901297771999848,-0.01719169260341795,-0.17236810229468347,0.15603559187241323,-0.47819786236461337,0.13346165777524643,8.966104274930782
2002-2007,7.593125658429112,-0.07375468137534712,0.02801767070130203,-0.12866931594989908,-0.018840046800795145,-0.16758009945316477,0.15684406403080534,-0.4749944649535432,0.13983426604721366,8.966104274930782
2002-2007,7.632265365296227,-0.07453305962951358,0.027482921493098507,-0.12839958575598664,-0.020666533503040506,-0.16279209661164584,0.15765253618919747,-0.4717910675424729,0.14620687431918122,8.966104274930782
2002-2007,7.671405072163344,-0.07541498829882191,0.02692394300377421,-0.12818591658621936,-0.022644060011424466,-0.15800409377012659,0.1584610083475896,-0.46858767013140223,0.15257948259114906,8.966104274930782
2002-2007,7.71054477903046,-0.07637772042154588,0.026344014469808573,-0.1280119887823707,-0.024743452060721073,-0.15321609092860766,0.15926948050598175,-0.4653842727203319,0.15895209086311657,8.966104274930782
