seed,drop_frac,n_drop,n_keep,n_hauls,converged,phase,fp_slope,p_value
263,0.25,40,118,7742,TRUE,1985-1991,-0.033882092428723316,0.05839449736343099
263,0.25,40,118,7742,TRUE,1992-2001,0.012177747508041951,0.4567146805178109
263,0.25,40,118,7742,TRUE,2002-2007,0.1259056640641773,2.17309673942678e-12
263,0.25,40,118,7742,TRUE,2008-2015,0.04680726814691228,0.0057391772698176914
264,0.25,40,118,7743,TRUE,1985-1991,-0.0324106947001329,0.07481439320151759
264,0.25,40,118,7743,TRUE,1992-2001,0.018884701811189376,0.2578179829202661
264,0.25,40,118,7743,TRUE,2002-2007,0.13295831861117113,2.3844550449828894e-13
264,0.25,40,118,7743,TRUE,2008-2015,0.05358155452564321,0.0017768164982076458
265,0.25,40,118,7914,TRUE,1985-1991,-0.020117688544801938,0.2874156090897968
265,0.25,40,118,7914,TRUE,1992-2001,0.01855596685156052,0.2884889733337082
265,0.25,40,118,7914,TRUE,2002-2007,0.1313816118602845,5.222650070832024e-12
265,0.25,40,118,7914,TRUE,2008-2015,0.052127464016773345,0.004116030032394161
266,0.25,40,118,7727,TRUE,1985-1991,-0.040186658858979124,0.02519266510593116
266,0.25,40,118,7727,TRUE,1992-2001,0.015599000856452293,0.33798113417923503
266,0.25,40,118,7727,TRUE,2002-2007,0.11555444882199262,6.282830427231075e-11
266,0.25,40,118,7727,TRUE,2008-2015,0.04712059601146133,0.005367363034587547
267,0.25,40,118,7837,TRUE,1985-1991,-0.030326396656198726,0.11378946517640455
267,0.25,40,118,7837,TRUE,1992-2001,0.002108066469615137,0.9040387927128196
267,0.25,40,118,7837,TRUE,2002-2007,0.12390483520024521,5.2921642362155125e-11
267,0.25,40,118,7837,TRUE,2008-2015,0.04783174269659361,0.007891363915907678
268,0.25,40,118,7751,TRUE,1985-1991,-0.011907072787532537,0.500458885097953
268,0.25,40,118,7751,TRUE,1992-2001,0.015214799824087168,0.3490693426933306
268,0.25,40,118,7751,TRUE,2002-2007,0.12502774041855066,1.9271981158094558e-12
268,0.25,40,118,7751,TRUE,2008-2015,0.045166131158548006,0.00694363456680836
269,0.25,40,118,7744,TRUE,1985-1991,-0.02495596636710484,0.15598371955176465
269,0.25,40,118,7744,TRUE,1992-2001,0.0034509827106406106,0.8316153941709753
269,0.25,40,118,7744,TRUE,2002-2007,0.1167189084752226,6.879747122628808e-11
269,0.25,40,118,7744,TRUE,2008-2015,0.0400312115154552,0.015869770432101703
270,0.25,40,118,7834,TRUE,1985-1991,-0.04712859760891172,0.012314676787854155
270,0.25,40,118,7834,TRUE,1992-2001,0.013443420582055929,0.44091018455072234
270,0.25,40,118,7834,TRUE,2002-2007,0.12269381768688792,1.0031133851699993e-10
270,0.25,40,118,7834,TRUE,2008-2015,0.0509387877036262,0.004980438904280157
271,0.25,40,118,7787,TRUE,1985-1991,-0.02718757470195699,0.11998830005474999
271,0.25,40,118,7787,TRUE,1992-2001,0.025851263773687586,0.0996432555925449
271,0.25,40,118,7787,TRUE,2002-2007,0.1410276652856289,5.543046611687346e-16
271,0.25,40,118,7787,TRUE,2008-2015,0.06621022297590026,4.424285534417869e-5
272,0.25,40,118,7848,TRUE,1985-1991,-0.03546766492485282,0.0423950201470765
272,0.25,40,118,7848,TRUE,1992-2001,0.00566425492488682,0.7242616613708099
272,0.25,40,118,7848,TRUE,2002-2007,0.10532060951744165,2.375062422358748e-9
272,0.25,40,118,7848,TRUE,2008-2015,0.04141494880718188,0.012794959477885953
273,0.25,40,118,7837,TRUE,1985-1991,-0.03646629980830506,0.04794459911486032
273,0.25,40,118,7837,TRUE,1992-2001,0.007270489631132859,0.6635456644394021
273,0.25,40,118,7837,TRUE,2002-2007,0.1394910659632268,6.664020854970232e-14
273,0.25,40,118,7837,TRUE,2008-2015,0.06455896999551969,1.8505816931785568e-4
274,0.25,40,118,7764,TRUE,1985-1991,-0.03616119241480277,0.05654293778658662
274,0.25,40,118,7764,TRUE,1992-2001,0.006748263782270059,0.7025430143797609
274,0.25,40,118,7764,TRUE,2002-2007,0.1295772264750077,1.3967124884126694e-11
274,0.25,40,118,7764,TRUE,2008-2015,0.05892460415377572,0.0011188615967227338
275,0.25,40,118,7686,TRUE,1985-1991,-0.021785725082326155,0.23665460829803076
275,0.25,40,118,7686,TRUE,1992-2001,0.03293715042848193,0.05111657848959082
275,0.25,40,118,7686,TRUE,2002-2007,0.14181031427421012,8.313930313086676e-15
275,0.25,40,118,7686,TRUE,2008-2015,0.0614067490204957,4.092462114116964e-4
276,0.25,40,118,7715,TRUE,1985-1991,-0.03791635821994253,0.031596398745783245
276,0.25,40,118,7715,TRUE,1992-2001,0.01050408170001798,0.5115916691287156
276,0.25,40,118,7715,TRUE,2002-2007,0.11387088388947592,8.900150702875255e-11
276,0.25,40,118,7715,TRUE,2008-2015,0.04699390887860413,0.004364097244068506
277,0.25,40,118,7936,TRUE,1985-1991,-0.008475950006972308,0.6527706760680747
277,0.25,40,118,7936,TRUE,1992-2001,0.02636095138968083,0.12043199896588996
277,0.25,40,118,7936,TRUE,2002-2007,0.12900731235301832,3.4602642993914864e-12
277,0.25,40,118,7936,TRUE,2008-2015,0.0633383168145722,2.974194683310541e-4
278,0.25,40,118,7884,TRUE,1985-1991,-0.01292125084079312,0.4701968209314465
278,0.25,40,118,7884,TRUE,1992-2001,0.009005835562190158,0.5756374347860735
278,0.25,40,118,7884,TRUE,2002-2007,0.1238331522010088,3.5468604701516597e-12
278,0.25,40,118,7884,TRUE,2008-2015,0.05222338969161933,0.0020788978174173726
279,0.25,40,118,7776,TRUE,1985-1991,-0.021688942358694306,0.23070894319512125
279,0.25,40,118,7776,TRUE,1992-2001,0.014079273132302568,0.39318950369794553
279,0.25,40,118,7776,TRUE,2002-2007,0.12287784724789916,1.1248118900238042e-11
279,0.25,40,118,7776,TRUE,2008-2015,0.061235185507957264,3.4595570868339637e-4
280,0.25,40,118,7767,TRUE,1985-1991,-0.015521727381149238,0.3605343729299572
280,0.25,40,118,7767,TRUE,1992-2001,0.0333680476087139,0.02954477140395387
280,0.25,40,118,7767,TRUE,2002-2007,0.13192163350512262,6.302226172080884e-15
280,0.25,40,118,7767,TRUE,2008-2015,0.06848870253210565,1.840223379711829e-5
281,0.25,40,118,7923,TRUE,1985-1991,-0.02127552454659538,0.21196936023456833
281,0.25,40,118,7923,TRUE,1992-2001,0.004262061428030796,0.7812546921323312
281,0.25,40,118,7923,TRUE,2002-2007,0.11072830912941183,6.327845462523204e-11
281,0.25,40,118,7923,TRUE,2008-2015,0.03264183679636247,0.03980205392923027
282,0.25,40,118,7897,TRUE,1985-1991,-0.030849765789891504,0.07618402893714975
282,0.25,40,118,7897,TRUE,1992-2001,0.023752320832012463,0.13619561637906297
282,0.25,40,118,7897,TRUE,2002-2007,0.14435230835817636,2.845047031358086e-16
282,0.25,40,118,7897,TRUE,2008-2015,0.05840709407247624,3.537523225970132e-4
283,0.25,40,118,7760,TRUE,1985-1991,-0.0218057917144741,0.2476230706740672
283,0.25,40,118,7760,TRUE,1992-2001,0.02938755933178531,0.0856687949001868
283,0.25,40,118,7760,TRUE,2002-2007,0.16149935765965814,1.1002285245112123e-17
283,0.25,40,118,7760,TRUE,2008-2015,0.06923619734282842,1.1154030640812377e-4
284,0.25,40,118,7669,TRUE,1985-1991,-0.029703546630539954,0.09412546950320258
284,0.25,40,118,7669,TRUE,1992-2001,0.01628885835674936,0.30978460442212424
284,0.25,40,118,7669,TRUE,2002-2007,0.11331863468975151,1.337007586382956e-10
284,0.25,40,118,7669,TRUE,2008-2015,0.05052665824875417,0.0022818848084159176
285,0.25,40,118,7783,TRUE,1985-1991,-0.043791571586665516,0.019279088532533347
285,0.25,40,118,7783,TRUE,1992-2001,-0.013710768787666819,0.41234271015742474
285,0.25,40,118,7783,TRUE,2002-2007,0.10222846362227281,2.5339561044957865e-8
285,0.25,40,118,7783,TRUE,2008-2015,0.03547050787943882,0.04219319709959863
286,0.25,40,118,7846,TRUE,1985-1991,-0.05082607947787227,0.008734742061644797
286,0.25,40,118,7846,TRUE,1992-2001,0.018149901922276328,0.3071249156056477
286,0.25,40,118,7846,TRUE,2002-2007,0.13628317765197878,2.6914169054517415e-12
286,0.25,40,118,7846,TRUE,2008-2015,0.05263011848590029,0.004451262965202635
287,0.25,40,118,7810,TRUE,1985-1991,-0.021003702757694535,0.2586359153523657
287,0.25,40,118,7810,TRUE,1992-2001,0.015457681448889992,0.36031568666772773
287,0.25,40,118,7810,TRUE,2002-2007,0.10170348264798997,4.181581240566013e-8
287,0.25,40,118,7810,TRUE,2008-2015,0.033128028639453355,0.05947025356658289
288,0.25,40,118,7771,TRUE,1985-1991,-0.0283266745878879,0.10190727025740935
288,0.25,40,118,7771,TRUE,1992-2001,0.02761282700937119,0.08222446384291421
288,0.25,40,118,7771,TRUE,2002-2007,0.13023969134977087,4.8444987290479674e-14
288,0.25,40,118,7771,TRUE,2008-2015,0.057474749643038045,4.340357469635532e-4
289,0.25,40,118,7817,TRUE,1985-1991,-0.02027284193142348,0.24172138264160264
289,0.25,40,118,7817,TRUE,1992-2001,0.0140871660356841,0.36727697723319
289,0.25,40,118,7817,TRUE,2002-2007,0.11800346752785917,5.9820387581465496e-12
289,0.25,40,118,7817,TRUE,2008-2015,0.05264442104298077,0.0011205184332027936
290,0.25,40,118,7789,TRUE,1985-1991,-0.017808715379043473,0.35345931850698264
290,0.25,40,118,7789,TRUE,1992-2001,5.657369684453212e-4,0.9741924638148756
290,0.25,40,118,7789,TRUE,2002-2007,0.1202455347126784,2.9794981842027044e-10
290,0.25,40,118,7789,TRUE,2008-2015,0.04896566428370238,0.0060972204082713356
291,0.25,40,118,7762,TRUE,1985-1991,-0.02125811356749961,0.23698359160032928
291,0.25,40,118,7762,TRUE,1992-2001,0.015974723913250107,0.33448027347372805
291,0.25,40,118,7762,TRUE,2002-2007,0.12017722176036742,1.9306740465351884e-11
291,0.25,40,118,7762,TRUE,2008-2015,0.05098443034648645,0.002572698063218084
292,0.25,40,118,7926,TRUE,1985-1991,-0.019455830327617756,0.31577469794453994
292,0.25,40,118,7926,TRUE,1992-2001,0.02059419262988509,0.24318700801614593
292,0.25,40,118,7926,TRUE,2002-2007,0.12135582302015661,3.0230090299274127e-10
292,0.25,40,118,7926,TRUE,2008-2015,0.04605403532233339,0.013253785034772573
293,0.25,40,118,7780,TRUE,1985-1991,-0.024256339160958672,0.18661013328097387
293,0.25,40,118,7780,TRUE,1992-2001,0.01668422102186451,0.3181283528507238
293,0.25,40,118,7780,TRUE,2002-2007,0.14029795800657524,9.803866592784027e-15
293,0.25,40,118,7780,TRUE,2008-2015,0.06643048486070885,1.117791837936667e-4
294,0.25,40,118,7798,TRUE,1985-1991,-0.0239447620368465,0.17051744726503423
294,0.25,40,118,7798,TRUE,1992-2001,0.021079989959922545,0.18828543570350909
294,0.25,40,118,7798,TRUE,2002-2007,0.12029540050099005,6.436699497422917e-12
294,0.25,40,118,7798,TRUE,2008-2015,0.055191781494291166,8.268663321382959e-4
295,0.25,40,118,7825,TRUE,1985-1991,-0.02814399358114907,0.0971487137201353
295,0.25,40,118,7825,TRUE,1992-2001,0.013113453183650477,0.394596751940601
295,0.25,40,118,7825,TRUE,2002-2007,0.11932556657520156,1.1566001910606212e-12
295,0.25,40,118,7825,TRUE,2008-2015,0.048255706247821356,0.002334969658991502
296,0.25,40,118,7826,TRUE,1985-1991,-0.016142844711210226,0.4020547212974176
296,0.25,40,118,7826,TRUE,1992-2001,0.016208228961650126,0.3601386347917606
296,0.25,40,118,7826,TRUE,2002-2007,0.11195803440375912,5.915467089742724e-9
296,0.25,40,118,7826,TRUE,2008-2015,0.05995980298981295,0.0012975458564691983
297,0.25,40,118,7807,TRUE,1985-1991,-0.03063018691253465,0.10013261361262686
297,0.25,40,118,7807,TRUE,1992-2001,0.021611938963400974,0.20255475984832375
297,0.25,40,118,7807,TRUE,2002-2007,0.12085121099681408,5.289249253108076e-11
297,0.25,40,118,7807,TRUE,2008-2015,0.055032724749219594,0.001895280913180314
298,0.25,40,118,7759,TRUE,1985-1991,-0.035842272159762933,0.04845931248374776
298,0.25,40,118,7759,TRUE,1992-2001,0.022131657715620673,0.19245756890350701
298,0.25,40,118,7759,TRUE,2002-2007,0.1318400171212229,8.067231554317114e-13
298,0.25,40,118,7759,TRUE,2008-2015,0.055212773645153174,0.001492850696550591
299,0.25,40,118,7832,TRUE,1985-1991,-0.021322289023807468,0.23760250509055447
299,0.25,40,118,7832,TRUE,1992-2001,0.009408632205234795,0.5739154732865759
299,0.25,40,118,7832,TRUE,2002-2007,0.10110404600545643,2.7453674863273213e-8
299,0.25,40,118,7832,TRUE,2008-2015,0.0377906404520659,0.028413801054325633
300,0.25,40,118,7677,TRUE,1985-1991,-0.01625893383505962,0.3694760317505381
300,0.25,40,118,7677,TRUE,1992-2001,0.027936600763794856,0.08817672404487598
300,0.25,40,118,7677,TRUE,2002-2007,0.12026055757724195,2.1611022344235822e-11
300,0.25,40,118,7677,TRUE,2008-2015,0.06007881786515687,4.766409825001101e-4
301,0.25,40,118,7831,TRUE,1985-1991,-0.03474169469297799,0.05874394674237906
301,0.25,40,118,7831,TRUE,1992-2001,0.01948246236394894,0.2490190411045312
301,0.25,40,118,7831,TRUE,2002-2007,0.1146217117631815,4.797351726550806e-10
301,0.25,40,118,7831,TRUE,2008-2015,0.04804885155240234,0.005698594831661717
302,0.25,40,118,7735,TRUE,1985-1991,-0.019754781377151066,0.24438274042986816
302,0.25,40,118,7735,TRUE,1992-2001,0.01569208079432538,0.3128120195882814
302,0.25,40,118,7735,TRUE,2002-2007,0.11957957788629783,2.3303435437644112e-12
302,0.25,40,118,7735,TRUE,2008-2015,0.05299769081995941,9.146030296259458e-4
303,0.25,40,118,7954,TRUE,1985-1991,-0.012783491843169532,0.4989489742643851
303,0.25,40,118,7954,TRUE,1992-2001,0.004864574227689877,0.7768326231279363
303,0.25,40,118,7954,TRUE,2002-2007,0.12292604779593035,4.0200422300333485e-11
303,0.25,40,118,7954,TRUE,2008-2015,0.045041780354207084,0.010933731809392696
304,0.25,40,118,7703,TRUE,1985-1991,-0.03665317924271025,0.04360226402385259
304,0.25,40,118,7703,TRUE,1992-2001,0.011801206014697196,0.47830222026104935
304,0.25,40,118,7703,TRUE,2002-2007,0.14325036509440017,3.981255506423718e-15
304,0.25,40,118,7703,TRUE,2008-2015,0.06850132084645502,6.370500050100602e-5
305,0.25,40,118,7896,TRUE,1985-1991,-0.02827473907326065,0.11100650459610127
305,0.25,40,118,7896,TRUE,1992-2001,0.009808853782065804,0.5483704894011492
305,0.25,40,118,7896,TRUE,2002-2007,0.10463331634891203,6.581210354160006e-9
305,0.25,40,118,7896,TRUE,2008-2015,0.03723009793127449,0.02837186166799993
306,0.25,40,118,7800,TRUE,1985-1991,-0.013732798792889054,0.45096970073318443
306,0.25,40,118,7800,TRUE,1992-2001,0.009690632871401716,0.5548563139036768
306,0.25,40,118,7800,TRUE,2002-2007,0.11874891225109463,5.113122418605584e-11
306,0.25,40,118,7800,TRUE,2008-2015,0.05493246180994421,0.001205623944074487
307,0.25,40,118,7759,TRUE,1985-1991,-0.02413014251695194,0.1912905726087571
307,0.25,40,118,7759,TRUE,1992-2001,0.0025917906502004005,0.8756265941602324
307,0.25,40,118,7759,TRUE,2002-2007,0.10123280821612052,2.5477353881011492e-8
307,0.25,40,118,7759,TRUE,2008-2015,0.029602719525663276,0.08763472454690373
308,0.25,40,118,7659,TRUE,1985-1991,-0.014296598440863981,0.3908468554569978
308,0.25,40,118,7659,TRUE,1992-2001,0.02080726372147373,0.16160231844865977
308,0.25,40,118,7659,TRUE,2002-2007,0.12606311108962134,2.8591260683919214e-14
308,0.25,40,118,7659,TRUE,2008-2015,0.056481863238913396,2.61589694760084e-4
309,0.25,40,118,7811,TRUE,1985-1991,-0.033367342222847776,0.06302276699403477
309,0.25,40,118,7811,TRUE,1992-2001,-0.004556063368600469,0.7820042923652658
309,0.25,40,118,7811,TRUE,2002-2007,0.1121800190887031,3.534313512166608e-10
309,0.25,40,118,7811,TRUE,2008-2015,0.040289949793507654,0.01822182171478605
310,0.25,40,118,7854,TRUE,1985-1991,-0.027433348675376938,0.13645721280334663
310,0.25,40,118,7854,TRUE,1992-2001,0.010778029694521837,0.5238969071856259
310,0.25,40,118,7854,TRUE,2002-2007,0.12343399904569957,2.6302684375850372e-11
310,0.25,40,118,7854,TRUE,2008-2015,0.051769813206809824,0.002905788882657296
311,0.25,40,118,7826,TRUE,1985-1991,-0.04797207236589884,0.008869292723256657
311,0.25,40,118,7826,TRUE,1992-2001,-0.010001041100257589,0.5404145325723496
311,0.25,40,118,7826,TRUE,2002-2007,0.12106937013708849,1.367533309970909e-11
311,0.25,40,118,7826,TRUE,2008-2015,0.04747294942956023,0.005947115686078287
312,0.25,40,118,7846,TRUE,1985-1991,-0.03332872370415938,0.07250429088699059
312,0.25,40,118,7846,TRUE,1992-2001,0.003718047930952012,0.8258588646138008
312,0.25,40,118,7846,TRUE,2002-2007,0.12287451140700659,3.3042760928861434e-11
312,0.25,40,118,7846,TRUE,2008-2015,0.0475415303251653,0.006569584959684816
313,0.25,40,118,7729,TRUE,1985-1991,-0.02244758775694384,0.20399019437057012
313,0.25,40,118,7729,TRUE,1992-2001,0.02532011060928676,0.11529033465607944
313,0.25,40,118,7729,TRUE,2002-2007,0.13004600099236188,8.852483564863417e-14
313,0.25,40,118,7729,TRUE,2008-2015,0.06488895208714568,9.59157848475018e-5
314,0.25,40,118,7717,TRUE,1985-1991,-0.014838532433928986,0.39466648013082434
314,0.25,40,118,7717,TRUE,1992-2001,0.02417817559499947,0.12493230941610116
314,0.25,40,118,7717,TRUE,2002-2007,0.1426764050590473,1.3853847181011018e-16
314,0.25,40,118,7717,TRUE,2008-2015,0.06580971980023428,6.905567295084064e-5
315,0.25,40,118,7799,TRUE,1985-1991,-0.023702360244027422,0.16557195216416368
315,0.25,40,118,7799,TRUE,1992-2001,0.006163284440045994,0.6889890866071946
315,0.25,40,118,7799,TRUE,2002-2007,0.12843852969242905,4.598553643710217e-14
315,0.25,40,118,7799,TRUE,2008-2015,0.05835796058961846,2.531616269958854e-4
316,0.25,40,118,7864,TRUE,1985-1991,-0.035172258064267284,0.054395050198999
316,0.25,40,118,7864,TRUE,1992-2001,9.536190186941532e-4,0.9550564554667808
316,0.25,40,118,7864,TRUE,2002-2007,0.11819333942393719,1.0275139276803621e-10
316,0.25,40,118,7864,TRUE,2008-2015,0.04225656255859697,0.01455234588682924
317,0.25,40,118,7652,TRUE,1985-1991,-0.021748066188555164,0.22353173953450073
317,0.25,40,118,7652,TRUE,1992-2001,0.01652022250128062,0.3121168484575078
317,0.25,40,118,7652,TRUE,2002-2007,0.11198197810081041,2.938768184565742e-10
317,0.25,40,118,7652,TRUE,2008-2015,0.03348384163524523,0.04769968152680738
318,0.25,40,118,7668,TRUE,1985-1991,-0.022630496469403984,0.19769440867612098
318,0.25,40,118,7668,TRUE,1992-2001,0.018283787273357176,0.24599946645978057
318,0.25,40,118,7668,TRUE,2002-2007,0.12887248481102745,7.916608657406607e-14
318,0.25,40,118,7668,TRUE,2008-2015,0.04760308561325943,0.0035114812018336517
319,0.25,40,118,7652,TRUE,1985-1991,-0.024909514378072112,0.1507342244297254
319,0.25,40,118,7652,TRUE,1992-2001,0.012975002060964209,0.4172154175554632
319,0.25,40,118,7652,TRUE,2002-2007,0.10172489908065575,5.711977220490447e-9
319,0.25,40,118,7652,TRUE,2008-2015,0.0382531792736138,0.01977264815998356
320,0.25,40,118,7954,TRUE,1985-1991,-0.02072718332847605,0.22839194502264212
320,0.25,40,118,7954,TRUE,1992-2001,0.009682747102904388,0.5337675797368437
320,0.25,40,118,7954,TRUE,2002-2007,0.11302727177210196,7.290056688935671e-11
320,0.25,40,118,7954,TRUE,2008-2015,0.03830596665441792,0.018004428117742735
321,0.25,40,118,7761,TRUE,1985-1991,-0.029457650374489042,0.07966837101995983
321,0.25,40,118,7761,TRUE,1992-2001,0.018033693979478137,0.22818703533646448
321,0.25,40,118,7761,TRUE,2002-2007,0.1302254144123375,5.977278419564532e-15
321,0.25,40,118,7761,TRUE,2008-2015,0.05798630833969837,1.7190744459059742e-4
322,0.25,40,118,7966,TRUE,1985-1991,-0.019038483845272854,0.3023145389276264
322,0.25,40,118,7966,TRUE,1992-2001,0.004184274662328062,0.802354882170992
322,0.25,40,118,7966,TRUE,2002-2007,0.11672040707038919,2.5845044330533775e-10
322,0.25,40,118,7966,TRUE,2008-2015,0.047772415158431634,0.005674135603410606
323,0.25,40,118,7816,TRUE,1985-1991,-0.03355765642058115,0.056414331608919586
323,0.25,40,118,7816,TRUE,1992-2001,0.007872093179287505,0.6219970966538719
323,0.25,40,118,7816,TRUE,2002-2007,0.13409148617973243,2.6778001096429862e-14
323,0.25,40,118,7816,TRUE,2008-2015,0.05964173698315157,2.991739189174289e-4
324,0.25,40,118,7937,TRUE,1985-1991,-0.02029980874043199,0.2888301731318493
324,0.25,40,118,7937,TRUE,1992-2001,0.006770036515715391,0.6969573998536776
324,0.25,40,118,7937,TRUE,2002-2007,0.13448450485581276,2.6863019481121342e-12
324,0.25,40,118,7937,TRUE,2008-2015,0.06555174131438965,2.9484400213292697e-4
325,0.25,40,118,7689,TRUE,1985-1991,-0.023754767456675447,0.17422134279857657
325,0.25,40,118,7689,TRUE,1992-2001,0.011026279014155167,0.49096138900855607
325,0.25,40,118,7689,TRUE,2002-2007,0.10842061998059595,5.185940430040485e-10
325,0.25,40,118,7689,TRUE,2008-2015,0.045617473800558556,0.0055455271828531464
326,0.25,40,118,7736,TRUE,1985-1991,-0.029937002544284674,0.11060013046452108
326,0.25,40,118,7736,TRUE,1992-2001,0.0132850691314154,0.43775402753796416
326,0.25,40,118,7736,TRUE,2002-2007,0.11628360864525607,4.944548153834711e-10
326,0.25,40,118,7736,TRUE,2008-2015,0.04561097057590564,0.010439163056990938
327,0.25,40,118,7730,TRUE,1985-1991,-0.01669023320558313,0.3357690141405673
327,0.25,40,118,7730,TRUE,1992-2001,0.028563577471451915,0.07358772202881256
327,0.25,40,118,7730,TRUE,2002-2007,0.1313633077324433,3.744694067671019e-14
327,0.25,40,118,7730,TRUE,2008-2015,0.06911401278274397,2.6548677938762288e-5
328,0.25,40,118,7904,TRUE,1985-1991,-0.025763864365361284,0.14140869163447783
328,0.25,40,118,7904,TRUE,1992-2001,0.01188826894211965,0.45427481962163957
328,0.25,40,118,7904,TRUE,2002-2007,0.1184331065368164,1.0985093823050332e-11
328,0.25,40,118,7904,TRUE,2008-2015,0.043961530831791315,0.007688302244058031
329,0.25,40,118,7777,TRUE,1985-1991,-0.025080343038976664,0.18616552761760607
329,0.25,40,118,7777,TRUE,1992-2001,0.032073324951689824,0.06267533399587764
329,0.25,40,118,7777,TRUE,2002-2007,0.13941219070957808,1.1940911768993648e-13
329,0.25,40,118,7777,TRUE,2008-2015,0.06436434826066775,3.5913162519304095e-4
330,0.25,40,118,7782,TRUE,1985-1991,-0.01629772660193538,0.36519159534834306
330,0.25,40,118,7782,TRUE,1992-2001,0.017758973917075396,0.2766250358570884
330,0.25,40,118,7782,TRUE,2002-2007,0.1294848727584217,4.827682250926944e-13
330,0.25,40,118,7782,TRUE,2008-2015,0.055242728355438406,0.0011350509207290061
331,0.25,40,118,7931,TRUE,1985-1991,-0.02504354793762853,0.17360310710188792
331,0.25,40,118,7931,TRUE,1992-2001,0.027552349942774654,0.10782922459215162
331,0.25,40,118,7931,TRUE,2002-2007,0.13171770628798996,1.713460165910407e-12
331,0.25,40,118,7931,TRUE,2008-2015,0.07146145885793968,6.480589505440037e-5
332,0.25,40,118,7862,TRUE,1985-1991,-0.03419620748859166,0.07412206980874247
332,0.25,40,118,7862,TRUE,1992-2001,-0.010142089026868435,0.5581351348324118
332,0.25,40,118,7862,TRUE,2002-2007,0.11957824347606684,2.489812622900499e-10
332,0.25,40,118,7862,TRUE,2008-2015,0.04680765450587687,0.010002857714962458
333,0.25,40,118,7969,TRUE,1985-1991,-0.029462144412032116,0.0998935142186596
333,0.25,40,118,7969,TRUE,1992-2001,0.012952666304243004,0.4344323888082983
333,0.25,40,118,7969,TRUE,2002-2007,0.12084755453802572,2.320761225816278e-11
333,0.25,40,118,7969,TRUE,2008-2015,0.042891686328247566,0.013139834123026961
334,0.25,40,118,7733,TRUE,1985-1991,-0.028196619061865776,0.12965823028046913
334,0.25,40,118,7733,TRUE,1992-2001,0.014210081368118618,0.4127496630631973
334,0.25,40,118,7733,TRUE,2002-2007,0.12598216550798022,1.743769150070502e-11
334,0.25,40,118,7733,TRUE,2008-2015,0.050975921937724385,0.004135588559740623
335,0.25,40,118,7738,TRUE,1985-1991,-0.035411088173239125,0.057114070366110874
335,0.25,40,118,7738,TRUE,1992-2001,-5.325700661883009e-4,0.9752848372654165
335,0.25,40,118,7738,TRUE,2002-2007,0.1173956364448683,3.4001510656855374e-10
335,0.25,40,118,7738,TRUE,2008-2015,0.040552483145211496,0.021175590056712254
336,0.25,40,118,7809,TRUE,1985-1991,-0.028205386466669983,0.12573466660822333
336,0.25,40,118,7809,TRUE,1992-2001,0.022910877788399297,0.17283851936207345
336,0.25,40,118,7809,TRUE,2002-2007,0.12454571446624368,1.359543212069125e-11
336,0.25,40,118,7809,TRUE,2008-2015,0.05231759188745776,0.002837190679580806
337,0.25,40,118,7766,TRUE,1985-1991,-0.031164728563535596,0.09172125157848676
337,0.25,40,118,7766,TRUE,1992-2001,0.022122317813145415,0.18784093545478944
337,0.25,40,118,7766,TRUE,2002-2007,0.13237762063018982,4.942261914682649e-13
337,0.25,40,118,7766,TRUE,2008-2015,0.05575414903829137,0.00149816539764972
338,0.25,40,118,7818,TRUE,1985-1991,-0.031828117367695016,0.06498294589166777
338,0.25,40,118,7818,TRUE,1992-2001,0.0016407335599971581,0.9158414806050433
338,0.25,40,118,7818,TRUE,2002-2007,0.11036246608734789,1.0401976086071403e-10
338,0.25,40,118,7818,TRUE,2008-2015,0.04191343839303953,0.009482395103537744
339,0.25,40,118,7577,TRUE,1985-1991,-0.027472068512071922,0.11768151597314089
339,0.25,40,118,7577,TRUE,1992-2001,0.030662144105829015,0.05554323045164406
339,0.25,40,118,7577,TRUE,2002-2007,0.13111533700518552,5.061911118906807e-14
339,0.25,40,118,7577,TRUE,2008-2015,0.06704556648532692,4.5089431572248785e-5
340,0.25,40,118,7820,TRUE,1985-1991,-0.02711008798428824,0.15689412697297128
340,0.25,40,118,7820,TRUE,1992-2001,0.0030940188844787164,0.8600131180715349
340,0.25,40,118,7820,TRUE,2002-2007,0.12479409560016705,4.379995319082559e-11
340,0.25,40,118,7820,TRUE,2008-2015,0.042594161103447575,0.018595313814870253
341,0.25,40,118,7759,TRUE,1985-1991,-0.017791984623704078,0.30481757829446043
341,0.25,40,118,7759,TRUE,1992-2001,0.026372912817077522,0.09519461382228098
341,0.25,40,118,7759,TRUE,2002-2007,0.1330807517801438,1.2718761092532121e-14
341,0.25,40,118,7759,TRUE,2008-2015,0.062273184691143686,1.6629765034562345e-4
342,0.25,40,118,7706,TRUE,1985-1991,-0.02272941914476756,0.21094419878507978
342,0.25,40,118,7706,TRUE,1992-2001,0.02543817412465743,0.12781760124580974
342,0.25,40,118,7706,TRUE,2002-2007,0.12047520724652833,4.6828727754361994e-11
342,0.25,40,118,7706,TRUE,2008-2015,0.05702120034596066,9.234337328701735e-4
343,0.25,40,118,7915,TRUE,1985-1991,-0.03206039619380675,0.118281568542021
343,0.25,40,118,7915,TRUE,1992-2001,0.008882497258205481,0.6297529216479347
343,0.25,40,118,7915,TRUE,2002-2007,0.1437800028344523,1.3625833717575257e-12
