seed,drop_frac,n_drop,n_keep,n_hauls,converged,phase,fp_slope,p_value
546,0.25,40,118,7911,TRUE,2008-2015,0.03967221762816589,0.01984601025688758
547,0.25,40,118,7695,TRUE,1985-1991,-0.029527358956876814,0.10668506569360192
547,0.25,40,118,7695,TRUE,1992-2001,-0.005759635610625414,0.7328032617417852
547,0.25,40,118,7695,TRUE,2002-2007,0.11173201121956104,8.824907519687409e-10
547,0.25,40,118,7695,TRUE,2008-2015,0.044635156968552164,0.010148669831961998
548,0.25,40,118,7792,TRUE,1985-1991,-0.0256166918542122,0.14787692006909192
548,0.25,40,118,7792,TRUE,1992-2001,0.00802444716606213,0.6171476362824593
548,0.25,40,118,7792,TRUE,2002-2007,0.1256464069248166,9.530990245769103e-13
548,0.25,40,118,7792,TRUE,2008-2015,0.051731785642094005,0.001976041357528113
549,0.25,40,118,7819,TRUE,1985-1991,-0.029543552229001912,0.09268298948389565
549,0.25,40,118,7819,TRUE,1992-2001,0.011182480473497045,0.4781322061135863
549,0.25,40,118,7819,TRUE,2002-2007,0.13036783814163494,1.1899263084339134e-13
549,0.25,40,118,7819,TRUE,2008-2015,0.060843346647146704,1.9372561513982418e-4
550,0.25,40,118,7805,TRUE,1985-1991,-0.017246275640020733,0.331063091348381
550,0.25,40,118,7805,TRUE,1992-2001,0.015481938141552739,0.3369609458656628
550,0.25,40,118,7805,TRUE,2002-2007,0.12125255100931912,8.463200418733511e-12
550,0.25,40,118,7805,TRUE,2008-2015,0.04788060933536718,0.003920079273477771
551,0.25,40,118,7770,TRUE,1985-1991,-0.03765835954196179,0.028655686433184002
551,0.25,40,118,7770,TRUE,1992-2001,0.02441392026773105,0.11149271081066639
551,0.25,40,118,7770,TRUE,2002-2007,0.14640616462764228,4.918972298807457e-18
551,0.25,40,118,7770,TRUE,2008-2015,0.060894239816291974,1.343840844589155e-4
552,0.25,40,118,7877,TRUE,1985-1991,-0.02852344233611351,0.09318718511876328
552,0.25,40,118,7877,TRUE,1992-2001,0.014934452813782504,0.32584424735385625
552,0.25,40,118,7877,TRUE,2002-2007,0.1383303363819675,2.811557969169072e-16
552,0.25,40,118,7877,TRUE,2008-2015,0.06308216766433275,6.005639755788352e-5
553,0.25,40,118,7803,TRUE,1985-1991,-0.017704491460964058,0.3055552647466375
553,0.25,40,118,7803,TRUE,1992-2001,0.01649109690260486,0.2971796395732799
553,0.25,40,118,7803,TRUE,2002-2007,0.11275897881011049,5.995302366962625e-11
553,0.25,40,118,7803,TRUE,2008-2015,0.047886109646179426,0.00325487656694578
554,0.25,40,118,7904,TRUE,1985-1991,-0.022921093629432863,0.19944747990872932
554,0.25,40,118,7904,TRUE,1992-2001,0.005013759696604749,0.7540750648901379
554,0.25,40,118,7904,TRUE,2002-2007,0.10843987078976461,1.0490235031893653e-9
554,0.25,40,118,7904,TRUE,2008-2015,0.04562475721919972,0.006816295293069974
555,0.25,40,118,7768,TRUE,1985-1991,-0.024329002742330918,0.1813938221969652
555,0.25,40,118,7768,TRUE,1992-2001,0.02450750980397769,0.14569517997149423
555,0.25,40,118,7768,TRUE,2002-2007,0.11775633125775452,1.0151521794897441e-10
555,0.25,40,118,7768,TRUE,2008-2015,0.04601346241321273,0.007774334135894662
556,0.25,40,118,7715,TRUE,1985-1991,-0.016932701823084307,0.34602635249708114
556,0.25,40,118,7715,TRUE,1992-2001,0.027496251608162627,0.08891417412174492
556,0.25,40,118,7715,TRUE,2002-2007,0.12315089823239868,3.3577283138083533e-12
556,0.25,40,118,7715,TRUE,2008-2015,0.055229408665410915,9.789184690264575e-4
557,0.25,40,118,7886,TRUE,1985-1991,-0.013846455114911858,0.4386119361209969
557,0.25,40,118,7886,TRUE,1992-2001,0.027903335742926,0.09075467082149002
557,0.25,40,118,7886,TRUE,2002-2007,0.12968213657772473,6.685041867699083e-13
557,0.25,40,118,7886,TRUE,2008-2015,0.06535756023745429,1.6274817884337633e-4
558,0.25,40,118,7831,TRUE,1985-1991,-0.013356691202389697,0.462358431882794
558,0.25,40,118,7831,TRUE,1992-2001,0.015349023249411719,0.34745795066548485
558,0.25,40,118,7831,TRUE,2002-2007,0.13257315752082258,3.558279498684725e-13
558,0.25,40,118,7831,TRUE,2008-2015,0.05939883992461715,4.7621231235501317e-4
559,0.25,40,118,7808,TRUE,1985-1991,-0.030606944762450475,0.07492700386832318
559,0.25,40,118,7808,TRUE,1992-2001,0.01630793318381539,0.29675051391644186
559,0.25,40,118,7808,TRUE,2002-2007,0.1321566041001188,9.061155039533214e-15
559,0.25,40,118,7808,TRUE,2008-2015,0.05223135650021911,0.0011836121611594392
560,0.25,40,118,7814,TRUE,1985-1991,-0.02147684819381298,0.2232799729405462
560,0.25,40,118,7814,TRUE,1992-2001,0.017781051947089857,0.2749148964017739
560,0.25,40,118,7814,TRUE,2002-2007,0.11188328117518595,3.459058339439188e-10
560,0.25,40,118,7814,TRUE,2008-2015,0.05452464707680033,0.0010665072105104372
561,0.25,40,118,7872,TRUE,1985-1991,-0.031486302349517416,0.06690524663754832
561,0.25,40,118,7872,TRUE,1992-2001,0.018350159831539266,0.2400442297827898
561,0.25,40,118,7872,TRUE,2002-2007,0.12838890438888073,6.580668394104012e-14
561,0.25,40,118,7872,TRUE,2008-2015,0.057723981839090784,3.425702117911006e-4
562,0.25,40,118,7931,TRUE,1985-1991,-0.02050671881845988,0.28315590537137747
562,0.25,40,118,7931,TRUE,1992-2001,0.02384573692532879,0.17561676629631334
562,0.25,40,118,7931,TRUE,2002-2007,0.11848920532731437,7.727896334140742e-10
562,0.25,40,118,7931,TRUE,2008-2015,0.06039450364405191,0.0010085407936637621
563,0.25,40,118,7915,TRUE,1985-1991,-0.04316041857391312,0.011307289869101766
563,0.25,40,118,7915,TRUE,1992-2001,0.004313808371965849,0.7832086009831272
563,0.25,40,118,7915,TRUE,2002-2007,0.0991559739205552,9.09540558847962e-9
563,0.25,40,118,7915,TRUE,2008-2015,0.038338476427649634,0.017718234128849503
564,0.25,40,118,7849,TRUE,1985-1991,-0.025704244064456278,0.14021783052233666
564,0.25,40,118,7849,TRUE,1992-2001,0.013893929681645722,0.38513884090873945
564,0.25,40,118,7849,TRUE,2002-2007,0.11885945934035753,1.0464030518926735e-11
564,0.25,40,118,7849,TRUE,2008-2015,0.04956311178526358,0.002510955479863723
565,0.25,40,118,7836,TRUE,1985-1991,-0.0149871305977664,0.39010446777361735
565,0.25,40,118,7836,TRUE,1992-2001,0.016964959474708066,0.28005472763160016
565,0.25,40,118,7836,TRUE,2002-2007,0.12912298328678976,7.150999817200071e-14
565,0.25,40,118,7836,TRUE,2008-2015,0.05461186248115434,9.077927737225692e-4
566,0.25,40,118,7858,TRUE,1985-1991,-0.013515284149952489,0.45113806778795096
566,0.25,40,118,7858,TRUE,1992-2001,0.026098908444888144,0.10852997586693382
566,0.25,40,118,7858,TRUE,2002-2007,0.13975100699558576,3.757175454378517e-15
566,0.25,40,118,7858,TRUE,2008-2015,0.06953614805555731,3.499482130231747e-5
567,0.25,40,118,7656,TRUE,1985-1991,-0.02432125497283692,0.14855413637923326
567,0.25,40,118,7656,TRUE,1992-2001,0.011283369162923742,0.4586704394636802
567,0.25,40,118,7656,TRUE,2002-2007,0.11992225033185654,1.3114102163602153e-12
567,0.25,40,118,7656,TRUE,2008-2015,0.05582588968843176,4.643544588971478e-4
568,0.25,40,118,7695,TRUE,1985-1991,-0.026334640664724913,0.1709383754473763
568,0.25,40,118,7695,TRUE,1992-2001,0.014542749416733274,0.4060861568993632
568,0.25,40,118,7695,TRUE,2002-2007,0.10885907835741762,1.1452814492695302e-8
568,0.25,40,118,7695,TRUE,2008-2015,0.04921436828682354,0.006519514184328549
569,0.25,40,118,7547,TRUE,1985-1991,-0.029655011327411687,0.09872834214821952
569,0.25,40,118,7547,TRUE,1992-2001,0.01362653656836035,0.4084152500550387
569,0.25,40,118,7547,TRUE,2002-2007,0.11960834083326663,1.965075731689053e-11
569,0.25,40,118,7547,TRUE,2008-2015,0.04544930990542863,0.0070414245064727545
570,0.25,40,118,7916,TRUE,1985-1991,-0.034328534256632064,0.04888024832604948
570,0.25,40,118,7916,TRUE,1992-2001,0.005149692628277608,0.7372259152729637
570,0.25,40,118,7916,TRUE,2002-2007,0.11731336935025313,9.04540618756522e-12
570,0.25,40,118,7916,TRUE,2008-2015,0.04889036341761074,0.002673207268585758
571,0.25,40,118,7707,TRUE,1985-1991,-0.024141112777032923,0.17515645010165873
571,0.25,40,118,7707,TRUE,1992-2001,0.005735407700644769,0.726456850017709
571,0.25,40,118,7707,TRUE,2002-2007,0.12156558575283963,9.100769735211613e-12
571,0.25,40,118,7707,TRUE,2008-2015,0.049503016201449625,0.003434095175112755
572,0.25,40,118,7891,TRUE,1985-1991,-0.012344392795299577,0.5068440166973209
572,0.25,40,118,7891,TRUE,1992-2001,0.017587242793593853,0.30615919869654284
572,0.25,40,118,7891,TRUE,2002-2007,0.11819852404933788,1.9440860177376945e-10
572,0.25,40,118,7891,TRUE,2008-2015,0.05578555605761507,0.0018338518450472193
573,0.25,40,118,7863,TRUE,1985-1991,-0.03516904461806977,0.05086288488685423
573,0.25,40,118,7863,TRUE,1992-2001,0.0058458392985358265,0.7247737102866759
573,0.25,40,118,7863,TRUE,2002-2007,0.10670394570280925,3.520555232331607e-9
573,0.25,40,118,7863,TRUE,2008-2015,0.03611715206720714,0.03581461246721645
574,0.25,40,118,7809,TRUE,1985-1991,-0.021591605745203676,0.20988565791939082
574,0.25,40,118,7809,TRUE,1992-2001,0.02264951808765986,0.1265786921520467
574,0.25,40,118,7809,TRUE,2002-2007,0.14723261274644733,2.3445972595348008e-18
574,0.25,40,118,7809,TRUE,2008-2015,0.07951098816338921,4.5127890672851044e-7
575,0.25,40,118,7845,TRUE,1985-1991,-0.01462158129774262,0.42183455307439904
575,0.25,40,118,7845,TRUE,1992-2001,0.012304018588296637,0.46045366115637093
575,0.25,40,118,7845,TRUE,2002-2007,0.12789758123983194,1.6498142799217512e-12
575,0.25,40,118,7845,TRUE,2008-2015,0.05274214679312626,0.0023276181241710073
576,0.25,40,118,7888,TRUE,1985-1991,-0.01004145045655335,0.5871434746490996
576,0.25,40,118,7888,TRUE,1992-2001,-2.090307422249419e-4,0.9900267852258662
576,0.25,40,118,7888,TRUE,2002-2007,0.11523212474524382,2.9123462349015696e-10
576,0.25,40,118,7888,TRUE,2008-2015,0.04143482522996099,0.016695906600250405
577,0.25,40,118,7828,TRUE,1985-1991,-0.039089519719666774,0.03360387709231758
577,0.25,40,118,7828,TRUE,1992-2001,0.005394641190089325,0.7484607580507542
577,0.25,40,118,7828,TRUE,2002-2007,0.12877178384220217,1.8075970033176399e-12
577,0.25,40,118,7828,TRUE,2008-2015,0.048469064198500084,0.005124403651306004
578,0.25,40,118,7851,TRUE,1985-1991,-0.006300273736772738,0.7220443767378515
578,0.25,40,118,7851,TRUE,1992-2001,0.025101846501973255,0.1197562702730398
578,0.25,40,118,7851,TRUE,2002-2007,0.13332765207935593,6.058792363705863e-14
578,0.25,40,118,7851,TRUE,2008-2015,0.05831161291791481,6.336178080830581e-4
579,0.25,40,118,7739,TRUE,1985-1991,-0.01802952670246208,0.29941611495275683
579,0.25,40,118,7739,TRUE,1992-2001,0.013720290997461602,0.39014714756384633
579,0.25,40,118,7739,TRUE,2002-2007,0.10639530134835293,1.2485324740920177e-9
579,0.25,40,118,7739,TRUE,2008-2015,0.042546027793648904,0.009949050893409235
580,0.25,40,118,7750,TRUE,1985-1991,-0.017866722855263473,0.2697071075928663
580,0.25,40,118,7750,TRUE,1992-2001,0.015192930030420035,0.29828354129448675
580,0.25,40,118,7750,TRUE,2002-2007,0.12472496997145394,1.0445777756993636e-14
580,0.25,40,118,7750,TRUE,2008-2015,0.04955968635684348,0.001003248201901942
581,0.25,40,118,7746,TRUE,1985-1991,-0.029319494578489435,0.07300617166476729
581,0.25,40,118,7746,TRUE,1992-2001,0.017449732607417865,0.24130155129808342
581,0.25,40,118,7746,TRUE,2002-2007,0.13467288019320733,1.8678907765668912e-16
581,0.25,40,118,7746,TRUE,2008-2015,0.055733680870115945,2.785307048734237e-4
582,0.25,40,118,8001,TRUE,1985-1991,-0.029080732333957467,0.0929944273090899
582,0.25,40,118,8001,TRUE,1992-2001,0.0190323700485415,0.2278728665567517
582,0.25,40,118,8001,TRUE,2002-2007,0.12453101234213329,6.930542336602538e-13
582,0.25,40,118,8001,TRUE,2008-2015,0.05263831923903317,0.0014715703083651838
583,0.25,40,118,7757,TRUE,1985-1991,-0.015943629414751644,0.3889374708819797
583,0.25,40,118,7757,TRUE,1992-2001,0.016027563454159198,0.33838094336868424
583,0.25,40,118,7757,TRUE,2002-2007,0.11222219496293503,7.495811611958819e-10
583,0.25,40,118,7757,TRUE,2008-2015,0.04249469853297253,0.013999629882909084
584,0.25,40,118,7803,TRUE,1985-1991,-0.030194829591050618,0.10793455670426512
584,0.25,40,118,7803,TRUE,1992-2001,7.188493174738221e-4,0.966197741938454
584,0.25,40,118,7803,TRUE,2002-2007,0.1222545868512833,4.279552588533259e-11
584,0.25,40,118,7803,TRUE,2008-2015,0.048598739354063045,0.00619509067547549
585,0.25,40,118,7861,TRUE,1985-1991,-0.03331342724686221,0.0430874357591253
585,0.25,40,118,7861,TRUE,1992-2001,0.01040158423288342,0.4839469548646213
585,0.25,40,118,7861,TRUE,2002-2007,0.13252562554214398,1.2297960041181512e-15
585,0.25,40,118,7861,TRUE,2008-2015,0.05904027272326435,1.2596911993520573e-4
586,0.25,40,118,7697,TRUE,1985-1991,-0.022855274579081854,0.1973480195988272
586,0.25,40,118,7697,TRUE,1992-2001,0.01413521855951419,0.3858103736885271
586,0.25,40,118,7697,TRUE,2002-2007,0.12189140871855161,7.212730863737082e-12
586,0.25,40,118,7697,TRUE,2008-2015,0.05526902657581471,0.0010473262008066186
587,0.25,40,118,7798,TRUE,1985-1991,-0.031520095031658875,0.07246207837665282
587,0.25,40,118,7798,TRUE,1992-2001,0.011037492603340977,0.4921781052298174
587,0.25,40,118,7798,TRUE,2002-2007,0.10694893060009436,1.0287762492324069e-9
587,0.25,40,118,7798,TRUE,2008-2015,0.03733877064873251,0.024333959249367737
588,0.25,40,118,7773,TRUE,1985-1991,-0.02389345271827117,0.16469926319410266
588,0.25,40,118,7773,TRUE,1992-2001,0.010127897309924496,0.5126186277946334
588,0.25,40,118,7773,TRUE,2002-2007,0.13883964113087544,2.8429178742606692e-16
588,0.25,40,118,7773,TRUE,2008-2015,0.056309866928765204,4.456089312372339e-4
589,0.25,40,118,7776,TRUE,1985-1991,-0.026134331224292203,0.11982065768683164
589,0.25,40,118,7776,TRUE,1992-2001,0.017910725395664875,0.23656724375622615
589,0.25,40,118,7776,TRUE,2002-2007,0.13566275372222839,7.732173552343296e-16
589,0.25,40,118,7776,TRUE,2008-2015,0.04819430184302126,0.0020085055535691053
590,0.25,40,118,7946,TRUE,1985-1991,-0.03567884689548092,0.028930838927634702
590,0.25,40,118,7946,TRUE,1992-2001,0.01110574043649807,0.45180112277428125
590,0.25,40,118,7946,TRUE,2002-2007,0.1281095124528,1.0593524391073657e-14
590,0.25,40,118,7946,TRUE,2008-2015,0.049736866614839635,0.0011425486641465036
591,0.25,40,118,7770,TRUE,1985-1991,-0.028291844085733764,0.11976647564525894
591,0.25,40,118,7770,TRUE,1992-2001,0.011728420175919262,0.47568607159529647
591,0.25,40,118,7770,TRUE,2002-2007,0.12775354390653304,1.551657498120104e-12
591,0.25,40,118,7770,TRUE,2008-2015,0.049522089882361606,0.003600639298133989
592,0.25,40,118,7713,TRUE,1985-1991,-0.03142492191855564,0.08804412590249026
592,0.25,40,118,7713,TRUE,1992-2001,0.012682875453031733,0.4525188021617022
592,0.25,40,118,7713,TRUE,2002-2007,0.12328921368216095,2.9401797368331765e-11
592,0.25,40,118,7713,TRUE,2008-2015,0.051932726022069595,0.002770186318388623
593,0.25,40,118,7979,TRUE,1985-1991,-0.03301199310251366,0.05920470827722823
593,0.25,40,118,7979,TRUE,1992-2001,0.01358605667902791,0.40121963568389907
593,0.25,40,118,7979,TRUE,2002-2007,0.1347773343713992,4.1549417731448594e-14
593,0.25,40,118,7979,TRUE,2008-2015,0.05769725165848567,5.205247167494829e-4
594,0.25,40,118,7786,TRUE,1985-1991,-0.02892038438715433,0.12051072929703904
594,0.25,40,118,7786,TRUE,1992-2001,0.008208765825543064,0.6302697497030908
594,0.25,40,118,7786,TRUE,2002-2007,0.12227586455195447,4.898462461419421e-11
594,0.25,40,118,7786,TRUE,2008-2015,0.04931335822693729,0.004965588565566936
595,0.25,40,118,7944,TRUE,1985-1991,-0.02457303988720624,0.15846814871657702
595,0.25,40,118,7944,TRUE,1992-2001,0.002674985708217375,0.8647508678138048
595,0.25,40,118,7944,TRUE,2002-2007,0.10271434772886603,2.1482549468157883e-9
595,0.25,40,118,7944,TRUE,2008-2015,0.03959407208370895,0.014222540182115943
596,0.25,40,118,7891,TRUE,1985-1991,-0.020544896577102397,0.24276648417328356
596,0.25,40,118,7891,TRUE,1992-2001,0.017645268170398427,0.26907816795119116
596,0.25,40,118,7891,TRUE,2002-2007,0.10279227236557656,4.427451211102572e-9
596,0.25,40,118,7891,TRUE,2008-2015,0.036281503527345535,0.0291628054543108
597,0.25,40,118,7800,TRUE,1985-1991,-0.02100528168776835,0.24112301207282077
597,0.25,40,118,7800,TRUE,1992-2001,0.00925060175598675,0.5701305191920119
597,0.25,40,118,7800,TRUE,2002-2007,0.12675834226692786,1.6553505389062857e-12
597,0.25,40,118,7800,TRUE,2008-2015,0.06093416043983534,3.3253420512490745e-4
598,0.25,40,118,7875,TRUE,1985-1991,-0.019449208135393213,0.2772716111840837
598,0.25,40,118,7875,TRUE,1992-2001,0.006691552195166147,0.6808249099587009
598,0.25,40,118,7875,TRUE,2002-2007,0.12582161414072457,1.4605604619451418e-12
598,0.25,40,118,7875,TRUE,2008-2015,0.05327716244238479,0.0017163772104519838
599,0.25,40,118,7759,TRUE,1985-1991,-0.025243146325959077,0.14875328828854478
599,0.25,40,118,7759,TRUE,1992-2001,0.0044555766426924714,0.7794153641106708
599,0.25,40,118,7759,TRUE,2002-2007,0.10839942298353035,7.069641565538418e-10
599,0.25,40,118,7759,TRUE,2008-2015,0.03886784145455366,0.01969892892913356
600,0.25,40,118,7784,TRUE,1985-1991,-0.02830237459143183,0.13026075671109202
600,0.25,40,118,7784,TRUE,1992-2001,0.011889037681064644,0.48678486105847646
600,0.25,40,118,7784,TRUE,2002-2007,0.12910925999008552,7.169688786732995e-12
600,0.25,40,118,7784,TRUE,2008-2015,0.05144152082405709,0.003630745040966816
601,0.25,40,118,7786,TRUE,1985-1991,-0.014895202253400122,0.3988404558181443
601,0.25,40,118,7786,TRUE,1992-2001,0.012189758838351201,0.44557235962216857
601,0.25,40,118,7786,TRUE,2002-2007,0.1332849360793036,3.9513289682039566e-14
601,0.25,40,118,7786,TRUE,2008-2015,0.05844749067800114,3.659513360902671e-4
602,0.25,40,118,7863,TRUE,1985-1991,-0.03259346145428539,0.06186080002339407
602,0.25,40,118,7863,TRUE,1992-2001,0.019581081286341458,0.21330694131085615
602,0.25,40,118,7863,TRUE,2002-2007,0.13871112968324567,1.6130141843722787e-15
602,0.25,40,118,7863,TRUE,2008-2015,0.06318572439802822,1.1172437712887802e-4
603,0.25,40,118,7894,TRUE,1985-1991,-0.03191181578751126,0.08471888532580815
603,0.25,40,118,7894,TRUE,1992-2001,0.016281252522396747,0.33627327463059964
603,0.25,40,118,7894,TRUE,2002-2007,0.137340813785831,1.1192973644677737e-13
603,0.25,40,118,7894,TRUE,2008-2015,0.05748252979237736,0.001006677498999357
604,0.25,40,118,7606,TRUE,1985-1991,-0.010731559744249861,0.5583303109031328
604,0.25,40,118,7606,TRUE,1992-2001,0.012014847750224746,0.47120706942499896
604,0.25,40,118,7606,TRUE,2002-2007,0.10610117156498614,4.155021213040362e-9
604,0.25,40,118,7606,TRUE,2008-2015,0.03616948335597073,0.03555197769156471
605,0.25,40,118,7868,TRUE,1985-1991,-0.05506853270718986,0.0028495990584467773
605,0.25,40,118,7868,TRUE,1992-2001,0.00614096276009219,0.7155911927390775
605,0.25,40,118,7868,TRUE,2002-2007,0.11721220190548956,2.4117984566227236e-10
605,0.25,40,118,7868,TRUE,2008-2015,0.04792443908882924,0.006503502796157497
606,0.25,40,118,8005,TRUE,1985-1991,-0.030498538243210156,0.08648898624203123
606,0.25,40,118,8005,TRUE,1992-2001,0.001744383143847738,0.914926381905866
606,0.25,40,118,8005,TRUE,2002-2007,0.12218411272753875,6.605749214356174e-12
606,0.25,40,118,8005,TRUE,2008-2015,0.05203849716368074,0.0025754547531209246
607,0.25,40,118,7756,TRUE,1985-1991,-0.02775558923111148,0.13349659635036218
607,0.25,40,118,7756,TRUE,1992-2001,0.023926492048169844,0.15984931805399474
607,0.25,40,118,7756,TRUE,2002-2007,0.12927500029393588,3.1458846233882117e-12
607,0.25,40,118,7756,TRUE,2008-2015,0.05887696200512963,7.606464841039588e-4
608,0.25,40,118,7856,TRUE,1985-1991,-0.026754539043966838,0.13573717267748567
608,0.25,40,118,7856,TRUE,1992-2001,0.001270939358713554,0.9376788894671226
608,0.25,40,118,7856,TRUE,2002-2007,0.11112817990952185,3.1042332499206654e-10
608,0.25,40,118,7856,TRUE,2008-2015,0.04084352206312121,0.015343651928845846
609,0.25,40,118,7798,TRUE,1985-1991,-0.022126187140791433,0.2290535988132391
609,0.25,40,118,7798,TRUE,1992-2001,0.011569753869743647,0.4942582501215605
609,0.25,40,118,7798,TRUE,2002-2007,0.11412411552511267,8.166396863550184e-10
609,0.25,40,118,7798,TRUE,2008-2015,0.03868587803799538,0.025634610669326693
610,0.25,40,118,7822,TRUE,1985-1991,-0.007067403231878184,0.676805720158
610,0.25,40,118,7822,TRUE,1992-2001,0.027598186520066487,0.07228922602199671
610,0.25,40,118,7822,TRUE,2002-2007,0.13008484503001091,2.3446320190477357e-14
610,0.25,40,118,7822,TRUE,2008-2015,0.05395422764973376,7.112143297296408e-4
611,0.25,40,118,7888,TRUE,1985-1991,-0.036152568547765655,0.04707482483973289
611,0.25,40,118,7888,TRUE,1992-2001,-0.0030229699248350006,0.8557285734156419
611,0.25,40,118,7888,TRUE,2002-2007,0.12802764071642608,2.328548182978138e-12
611,0.25,40,118,7888,TRUE,2008-2015,0.043095270789023095,0.012890513887067422
612,0.25,40,118,7717,TRUE,1985-1991,-0.020758232805461307,0.2389124906410525
612,0.25,40,118,7717,TRUE,1992-2001,0.013117011921499836,0.4168504530361068
612,0.25,40,118,7717,TRUE,2002-2007,0.11723801902068691,2.2157042336248663e-11
612,0.25,40,118,7717,TRUE,2008-2015,0.050413764227030075,0.002635824202646491
613,0.25,40,118,7842,TRUE,1985-1991,-0.031992347956622716,0.08729837839618487
613,0.25,40,118,7842,TRUE,1992-2001,0.021158755070864066,0.2175139874096103
613,0.25,40,118,7842,TRUE,2002-2007,0.12370765070483493,2.9006992840968964e-11
613,0.25,40,118,7842,TRUE,2008-2015,0.06150086006993742,4.986528740305214e-4
614,0.25,40,118,7897,TRUE,1985-1991,-0.026983148724454224,0.13982118888968115
614,0.25,40,118,7897,TRUE,1992-2001,0.016449179902842392,0.3204824168194273
614,0.25,40,118,7897,TRUE,2002-2007,0.12251017018115923,2.094924451114931e-11
614,0.25,40,118,7897,TRUE,2008-2015,0.05675718685537914,0.0010335627567154562
615,0.25,40,118,7866,TRUE,1985-1991,-0.016227709322821117,0.36419922548260436
615,0.25,40,118,7866,TRUE,1992-2001,0.02335457525112481,0.15852236397635222
615,0.25,40,118,7866,TRUE,2002-2007,0.11066382069430286,9.36148053087037e-10
615,0.25,40,118,7866,TRUE,2008-2015,0.052557044210831176,0.0019454320232079624
616,0.25,40,118,7862,TRUE,1985-1991,-0.0175708698472328,0.33714267578030976
616,0.25,40,118,7862,TRUE,1992-2001,0.011532951323823846,0.49525722034884273
616,0.25,40,118,7862,TRUE,2002-2007,0.12429083121948972,1.2550885828490941e-11
616,0.25,40,118,7862,TRUE,2008-2015,0.056301005451790245,0.0014529207922720352
617,0.25,40,118,7836,TRUE,1985-1991,-0.019545024024661507,0.2741025784814433
617,0.25,40,118,7836,TRUE,1992-2001,0.013628819121957372,0.402348316637101
617,0.25,40,118,7836,TRUE,2002-2007,0.12041436191832201,2.033163191511234e-11
617,0.25,40,118,7836,TRUE,2008-2015,0.0502071494036858,0.002826960746731211
618,0.25,40,118,7792,TRUE,1985-1991,-0.031326896107411385,0.08040346117123162
618,0.25,40,118,7792,TRUE,1992-2001,0.014332892235355985,0.3824506019418088
618,0.25,40,118,7792,TRUE,2002-2007,0.12840964941116556,1.0279029037148022e-12
618,0.25,40,118,7792,TRUE,2008-2015,0.05817020605784396,6.04335592305596e-4
619,0.25,40,118,7867,TRUE,1985-1991,-0.006953240280142233,0.6962308067852401
619,0.25,40,118,7867,TRUE,1992-2001,0.022089756976369126,0.1810584868544743
619,0.25,40,118,7867,TRUE,2002-2007,0.11963494688670308,3.052908485263431e-11
619,0.25,40,118,7867,TRUE,2008-2015,0.05285488338916361,0.0018565821019146304
620,0.25,40,118,7864,TRUE,1985-1991,-0.029532011937143447,0.1155338648175306
620,0.25,40,118,7864,TRUE,1992-2001,0.022229445871162278,0.20516868187756082
620,0.25,40,118,7864,TRUE,2002-2007,0.13821762134122753,4.416058316725956e-13
620,0.25,40,118,7864,TRUE,2008-2015,0.05089399307887084,0.004406281671711194
621,0.25,40,118,7851,TRUE,1985-1991,-0.02564549067334451,0.1469957711354655
621,0.25,40,118,7851,TRUE,1992-2001,0.014362436772419485,0.3749743973663597
621,0.25,40,118,7851,TRUE,2002-2007,0.12275993574598504,2.6194217277454875e-12
621,0.25,40,118,7851,TRUE,2008-2015,0.05148314792208182,0.002133303216002473
622,0.25,40,118,7809,TRUE,1985-1991,-0.0023624988955280543,0.8914318075364418
622,0.25,40,118,7809,TRUE,1992-2001,0.02420073075933204,0.12326811919690643
622,0.25,40,118,7809,TRUE,2002-2007,0.13271605794542193,1.6420883132655096e-14
622,0.25,40,118,7809,TRUE,2008-2015,0.06299783238075712,1.0580515106688621e-4
623,0.25,40,118,7823,TRUE,1985-1991,-0.03368179622724228,0.05506803046184694
623,0.25,40,118,7823,TRUE,1992-2001,0.0047747707999140285,0.7663331675118665
623,0.25,40,118,7823,TRUE,2002-2007,0.12000271516109211,8.352440990326374e-12
623,0.25,40,118,7823,TRUE,2008-2015,0.050253984191826445,0.0023496844277299312
624,0.25,40,118,7770,TRUE,1985-1991,-0.01972497488442272,0.27803325764433284
624,0.25,40,118,7770,TRUE,1992-2001,0.019220797150857203,0.24626803485957408
624,0.25,40,118,7770,TRUE,2002-2007,0.12223549819553735,1.0886329147670817e-11
624,0.25,40,118,7770,TRUE,2008-2015,0.050152760453240006,0.0037407687970411685
625,0.25,40,118,7767,TRUE,1985-1991,-0.032846677664894595,0.0742341406500314
625,0.25,40,118,7767,TRUE,1992-2001,0.006314750156328722,0.7028600599962578
625,0.25,40,118,7767,TRUE,2002-2007,0.12096887835033193,3.0374414239723775e-11
625,0.25,40,118,7767,TRUE,2008-2015,0.03921619997884413,0.022620690472641793
626,0.25,40,118,7808,TRUE,1985-1991,-0.03783595416717374,0.03351313855562369
626,0.25,40,118,7808,TRUE,1992-2001,0.007879947737778649,0.6294471262979675
626,0.25,40,118,7808,TRUE,2002-2007,0.1164340267575004,4.534312730181619e-11
626,0.25,40,118,7808,TRUE,2008-2015,0.04250195499915915,0.011275625063276395
627,0.25,40,118,7780,TRUE,1985-1991,-0.030483401507866246,0.08870570495038763
627,0.25,40,118,7780,TRUE,1992-2001,0.01656600554461014,0.3069231105551139
