model_id,term,estimate,std_error,statistic,p_value,ci_low,ci_high,rho,rho_se,rho_z,rho_p_value,log_likelihood,aic,n
biomass_fishing_sar_lag,mean_annual_hours_total,-4.6762465920780946e-6,2.717342622639781e-6,-1.7208895753952893,0.0852708636077093,-1.0002140266107679e-5,6.496470819514896e-7,0.8605245851570311,0.043376125802567264,19.838668604795036,1.3806685715889578e-87,-106.62061902498877,221.24123804997754,158
