stat_rec,year,mean_ln_B_obs_ry,n_hauls_ry,B_lag_neighbour,n_neighbours_used
43F0,1985,13.876855014318206,2,12.357712432884506,4
43F1,1985,13.033959571142818,2,12.725187337707382,4
43F2,1985,12.523999766542378,3,11.939524456894347,4
43F3,1985,10.596200244531326,3,11.09412113001544,4
43F4,1985,9.147830847444986,3,11.849996570935293,4
43F5,1985,13.46374244684031,3,11.168159236612453,4
43F6,1985,10.757867518980671,1,12.581876589573882,4
43F7,1985,11.79297925501523,1,11.963329242513124,4
44E6,1985,11.755670773833028,3,12.605808614782866,4
44E7,1985,12.195048888765161,3,12.421679490015268,4
44E8,1985,12.334585443111848,3,12.223259683465754,4
44E9,1985,12.354042924682268,4,12.517372017456589,4
44F0,1985,12.759933547373752,3,12.4543786711306,4
44F1,1985,12.085218492952992,3,12.577861513301123,4
44F2,1985,12.01680595569027,3,12.115973291024993,4
44F3,1985,11.692276317147103,3,11.972642407730415,4
44F4,1985,12.63547478550776,2,11.386754482894098,4
44F5,1985,12.32045381594869,3,11.908376257707166,4
45E6,1985,12.451138851165801,2,12.789701920600567,4
45E7,1985,13.145322891950395,2,13.055836469011785,4
45E8,1985,13.95106794674744,3,13.354864670803714,4
45E9,1985,13.741499666594422,2,12.546575076205317,4
45F0,1985,11.501398252568935,3,12.609100770907215,4
45F1,1985,12.50074697899765,3,12.000370873312566,4
45F2,1985,12.1623985874575,3,12.396575172982981,4
45F3,1985,12.642088645192302,3,12.082172931670137,4
45F4,1985,12.38645695103561,3,12.264349904721875,4
46E6,1985,12.631723827250108,1,12.401787043548556,3
46E7,1985,13.62609018936874,2,12.775807372717455,4
46E8,1985,14.198050681558195,3,13.21235665058834,4
46E9,1985,12.379791180822625,3,13.003858163119478,4
46F0,1985,11.43422289066304,3,12.25656274071877,4
46F1,1985,12.252468160270833,3,11.952796143617451,4
46F2,1985,12.426659112051706,3,12.276818486183238,4
46F3,1985,12.087559871040336,3,12.776350220987428,4
47E6,1985,NA,0,12.307522073883192,4
