stat_rec,year,mean_ln_B_obs_ry,n_hauls_ry,B_lag_neighbour,n_neighbours_used
41F0,1992,13.045569460199138,2,12.283796620873314,4
41F1,1992,12.381934035353659,2,12.82676648158055,4
41F2,1992,12.898329623650675,2,12.391407898766344,4
41F3,1992,12.093050353079835,2,12.103090005131385,4
41F4,1992,12.593597931521886,2,12.029623349660366,4
41F5,1992,11.237959458137032,2,11.969286614772827,4
41F6,1992,11.095386616488108,2,10.871118381038029,4
41F7,1992,10.967843665141562,2,10.878339330464126,4
42E7,1992,NA,0,12.5663846448999,4
42E8,1992,12.158061761284262,2,12.45798479799901,3
42E9,1992,12.513509418096092,2,12.15915484629064,4
42F0,1992,12.670483015261325,2,12.850440471340779,4
42F1,1992,13.072377920425286,2,12.492262293152853,4
42F2,1992,11.996906658487816,2,12.76369869467127,4
42F3,1992,11.724800494534243,2,12.034129490617971,4
42F4,1992,12.744800859288507,2,11.923446495989335,4
42F5,1992,11.589838849538664,3,11.412624897387156,4
42F6,1992,10.762923506917044,3,11.105716320663838,4
42F7,1992,10.549719163849842,3,10.984069353274363,4
43E8,1992,12.442642672651768,2,12.43017161534799,4
43E9,1992,12.470287532054645,2,12.511418007328516,4
43F0,1992,12.770305086642601,2,12.562462965103865,4
43F1,1992,12.919725463508613,2,12.880902970704613,4
43F2,1992,13.359286740074872,2,12.149091635155315,4
43F3,1992,11.301760091615728,2,12.244409659057416,4
43F4,1992,11.785548708362551,2,11.920158141413129,4
43F5,1992,10.90481576520604,1,11.858873316819167,4
43F6,1992,11.187920652778736,2,11.389378479244977,4
43F7,1992,11.017589588260108,2,10.867101747171796,4
44E6,1992,12.989092542112292,2,12.59311925340816,3
44E7,1992,12.624161261711134,2,12.65311623674189,4
44E8,1992,12.468175906341923,2,12.616157353335428,4
44E9,1992,12.3192148519236,2,12.346782442770136,4
44F0,1992,12.189355849590882,2,12.134126313004867,4
44F1,1992,12.321642135675694,3,12.414905706342822,4
44F2,1992,12.377974327009106,2,12.61678825785103,4
44F3,1992,12.108002693258,2,12.318878219717103,4
44F4,1992,12.729255849542238,3,12.413498442208589,4
44F5,1992,12.872185056596715,2,12.076969408431978,4
45E6,1992,12.272798170878193,2,12.881429902124973,3
45E7,1992,12.882398327635153,2,12.687092224068003,4
45E8,1992,13.07861062705521,2,12.62083261463684,4
45E9,1992,12.259310483093095,2,12.176715703246227,4
45F0,1992,11.125343177777575,2,11.930723333349146,4
45F1,1992,12.172567185262686,2,11.997430083629082,4
45F2,1992,12.678221462395559,3,12.703365372711986,4
45F3,1992,12.86652261070134,3,12.373218364291843,4
45F4,1992,12.888257310617085,2,12.380543286099575,4
46E6,1992,NA,0,12.959478892467398,3
46E7,1992,12.772798836627471,1,13.196227913002957,3
46E8,1992,12.873445741477186,3,13.112105227319201,4
46E9,1992,12.183694156228523,2,12.340359846391046,4
46F0,1992,11.101659815449917,2,11.943598918043946,4
46F1,1992,11.864513558667502,2,12.357860563006001,4
46F2,1992,13.39639736787481,2,12.589697215328112,4
46F3,1992,11.818391990896725,2,13.160456798172277,4
47E6,1992,NA,0,13.302819253262001,2
47E7,1992,13.832839669896531,2,13.593058062996537,2
47E8,1992,14.413317289365605,3,13.639149429339488,4
47E9,1992,13.12702334554398,3,13.224528198645077,4
47F0,1992,12.600844779502184,2,12.624758435862809,4
47F1,1992,12.760817883436593,2,12.834280864398636,4
47F2,1992,13.997661849352662,2,12.756765917623783,4
47F3,1992,12.381245364760293,2,12.8262358913422,4
48E7,1992,NA,0,14.278064315168393,2
48E8,1992,14.723288960440257,2,14.056786929424801,2
48E9,1992,13.700256569483997,2,13.786615001668327,3
48F0,1992,13.509532699020742,2,13.125914892808822,4
48F1,1992,12.8741032700722,2,12.85734754344721,4
48F2,1992,12.488603054423434,2,12.948332862854553,4
48F3,1992,13.000286670695985,2,12.188630224392684,4
49E8,1992,NA,0,12.926724131083873,2
49E9,1992,NA,0,12.71962360779613,3
49F0,1992,13.328454952176909,2,13.301426091644755,3
49F1,1992,12.670436536908069,2,12.799048179662243,4
49F2,1992,11.921279661297365,2,12.500340705280749,4
49F3,1992,11.963392817089645,2,12.80116864955891,4
50E8,1992,NA,0,11.380273238277296,2
50E9,1992,11.130159301727486,1,12.677348106916279,2
50F0,1992,13.724309039005453,2,12.494658829733165,4
50F1,1992,13.072354835102502,2,13.158865420768759,4
50F2,1992,12.878930412701848,2,12.66042212740269,4
50F3,1992,13.404177853540443,2,12.251869762689827,4
51E8,1992,NA,0,11.736070902160119,3
51E9,1992,11.630387174827105,1,11.788912765826625,2
51F0,1992,12.447666229925764,2,12.461660302504928,4
51F1,1992,13.361785694459664,2,12.872051565926043,4
51F2,1992,12.243876159670451,2,13.179312198951115,4
31F1,1993,NA,0,11.890522472055444,4
31F2,1993,14.238026192365979,2,11.381724343360496,3
32F1,1993,11.187545198453165,2,10.644533014277952,3
32F2,1993,11.488661585308328,2,11.67290454564259,4
32F3,1993,11.468966246319996,1,11.16338338405608,4
33F1,1993,10.647856912094309,2,10.291968715890066,4
33F2,1993,9.797080545431218,2,10.818428868020474,4
33F3,1993,11.12878214167987,2,11.573185030826647,4
33F4,1993,12.239009263804908,2,11.754786417574177,4
34F1,1993,10.174834286676495,2,9.95617036030325,4
34F2,1993,10.008414832999389,2,10.676055946813914,4
34F3,1993,12.787684067750462,2,10.776235418910785,4
34F4,1993,11.633713214546383,3,11.664958622323075,4
35F0,1993,9.408033355506202,1,10.666186820943869,4
35F1,1993,9.760376340613103,2,10.21408509562327,4
35F2,1993,9.944624887397481,2,10.124631892549782,4
35F3,1993,10.334031486417498,2,11.375997508518457,4
35F4,1993,11.299109671319432,2,11.245620588396964,4
36F0,1993,11.400688803572972,1,11.45310618815732,4
36F1,1993,11.328847852912904,2,10.963050964761651,4
36F2,1993,10.395704910169139,2,11.200432454741067,4
36F3,1993,11.472571407606457,6,11.213926658090598,4
36F4,1993,11.54216624501752,8,11.602095852834777,4
36F5,1993,11.805497073317712,6,11.292563440857137,4
36F6,1993,10.615575580038168,2,11.373173975800148,4
36F7,1993,10.532353259064784,2,11.926346294536629,4
37E9,1993,12.499495603187132,1,12.621329481268923,4
37F0,1993,12.576047941023042,2,12.407077597633956,4
37F1,1993,12.29543380469139,2,12.131399716426923,4
37F2,1993,12.055685671047428,3,11.765054372935086,4
37F3,1993,12.583803990758236,6,11.90394611541688,4
37F4,1993,11.83120525909551,7,11.613828219401881,4
37F5,1993,11.181306679277352,6,11.506632032292142,4
37F6,1993,11.973538891540745,2,11.461296061843115,4
37F7,1993,12.818086329081734,3,11.543367843835092,4
37F8,1993,12.298184377485871,1,11.51587546823826,4
38E9,1993,13.075889001395351,1,12.860197339489948,4
38F0,1993,13.432692179084327,2,12.98935111938312,4
38F1,1993,12.565017400724315,2,12.183136324289897,4
38F2,1993,11.785274786121581,2,11.901070097705087,4
38F3,1993,12.25632212391813,2,11.821745707577502,4
38F4,1993,11.148035962554417,2,11.354891097575639,4
38F5,1993,10.416286905214605,4,11.27224407052644,4
38F6,1993,11.230215658975206,2,11.071481218576,4
38F7,1993,11.369394847248968,2,11.740208057342489,4
38F8,1993,11.343667437557556,1,11.508037660973192,4
39E8,1993,12.712586170278751,2,12.984653948594591,4
39E9,1993,12.796015405409586,2,13.27924783451548,4
39F0,1993,13.740450134389768,2,12.700281649786117,4
39F1,1993,11.219144527262294,1,12.3311959375886,4
39F2,1993,10.727255195130477,2,11.797080949759021,4
39F3,1993,11.769868090875775,2,11.632725304540392,4
39F4,1993,10.915750102074313,2,11.683811187278826,4
39F5,1993,11.529417981298785,2,10.784563347657226,4
39F6,1993,10.526704230299682,3,11.210316338897563,4
39F7,1993,11.568862803755461,3,11.136025400726172,4
39F8,1993,10.79570861540247,1,11.53355474962889,4
40E8,1993,12.478645355575377,2,12.93028854915686,4
40E9,1993,13.588066031998054,2,12.801453244295818,4
40F0,1993,13.353274487388262,1,13.32543546106667,4
40F1,1993,12.292061020109838,1,12.393359147655982,4
40F2,1993,12.414036394776431,1,12.126987231162826,4
40F3,1993,12.631573797038646,2,12.32917726064978,4
40F4,1993,12.287922714386326,2,11.894363107933948,4
40F5,1993,11.279512153040304,2,11.41728876092803,4
40F6,1993,10.512768911560798,2,11.05766756300919,4
40F7,1993,11.852293909953573,2,10.80446324562234,4
41E7,1993,12.576790347510372,2,12.902484194757728,4
41E8,1993,12.84371164684026,2,12.571330178345042,4
41E9,1993,12.577877728810044,2,13.13392251950648,4
41F0,1993,13.68116465776902,2,12.844664887329479,4
41F1,1993,12.586981181196943,1,12.823348759211315,4
41F2,1993,12.857058912372345,1,12.57210992307976,4
41F3,1993,12.844881842560591,2,12.726052999761423,4
41F4,1993,12.750616379582532,2,12.142083643153109,4
41F5,1993,11.339045436466208,2,11.622930057105425,4
41F6,1993,10.572159958743196,2,10.785384983133056,4
41F7,1993,10.564061308429904,2,10.913242414705561,4
42E7,1993,13.635572495130901,1,12.858674718529745,4
42E8,1993,12.652007281484373,2,13.066055370418432,4
42E9,1993,12.422747741418592,2,12.727090546315486,4
42F0,1993,12.86052615192267,2,12.801076667270442,4
42F1,1993,12.463110446594058,1,12.822628896450176,4
42F2,1993,12.44254027378507,2,13.136497888859711,4
42F3,1993,12.664962910052168,2,12.429481182050843,4
42F4,1993,12.096484579199311,3,12.316859880075418,4
42F5,1993,11.889431737055663,3,11.470379302477347,4
42F6,1993,10.72566427607532,3,11.033995087372256,4
42F7,1993,10.502851514050159,2,11.008450947646146,4
43E8,1993,13.362189598283978,1,12.468058629190873,4
43E9,1993,12.817951023044857,2,12.969587344867852,4
43F0,1993,12.637283823300097,2,13.13677257430479,4
43F1,1993,13.400467978896023,2,13.155296556869613,4
43F2,1993,14.560859286420273,2,12.677728799988119,4
43F3,1993,12.334018032658403,2,13.046436301985295,4
43F4,1993,11.962428493611307,2,12.122080612727956,4
43F5,1993,11.720322918168549,2,11.94971614902521,4
43F6,1993,11.171537139640005,2,11.698498871619272,4
43F7,1993,11.572541066439353,2,10.741028559548846,4
44E6,1993,12.328938232197558,2,12.340556634828118,3
44E7,1993,11.466896621687173,2,12.704772776385457,4
44E8,1993,12.935379590547086,2,13.083871856817051,4
44E9,1993,13.456128216468745,1,12.93589445958532,4
44F0,1993,13.46814514335561,2,12.916241544900215,4
44F1,1993,12.959932671164028,1,13.097123876718353,4
44F2,1993,12.53388891461298,2,13.110662849102447,4
44F3,1993,12.99749451785743,2,12.468966153684667,4
44F4,1993,12.33749692088556,2,12.458551295838006,4
44F5,1993,12.77546722579387,2,12.02976581968871,4
45E6,1993,12.931615064184758,2,13.011049968713612,3
45E7,1993,12.623158218612424,2,13.132459533007774,4
45E8,1993,14.050272990828308,2,12.840582873071826,4
45E9,1993,12.522102081393731,3,13.341937660718415,4
45F0,1993,12.611621468667993,2,12.88653970959503,4
45F1,1993,12.985993470008795,2,12.664690794775057,4
45F2,1993,11.92436492096806,2,12.796066045083725,4
45F3,1993,12.670460746581726,2,12.450664562053348,4
45F4,1993,12.098814946089421,2,12.696859012155798,4
46E6,1993,NA,0,13.669971299555806,3
46E7,1993,14.081053455330856,2,13.300698399832763,3
46E8,1993,13.28169160173406,3,14.012896162562082,4
46E9,1993,13.249727966908615,2,12.701563837478243,4
46F0,1993,12.569918143621988,2,12.852389399679502,4
46F1,1993,13.162844118300148,2,12.885062239413951,4
46F2,1993,12.9939210491314,2,12.625746394802874,4
46F3,1993,12.78198386329848,2,12.774307941714364,4
47E6,1993,NA,0,13.77367357684528,3
47E7,1993,13.997245379151803,2,13.998101862854861,3
47E8,1993,14.670530237180547,2,13.742044214321883,4
47E9,1993,12.432543523163197,2,13.65856280514534,4
47F0,1993,12.38536404484125,2,12.790930307862121,4
47F1,1993,12.990416294893624,2,12.757674106937129,4
47F2,1993,12.633792676644807,2,12.868623818085716,4
47F3,1993,12.79905729449952,2,12.663433530307962,4
48E7,1993,13.24272189605318,2,14.154696589882755,3
48E8,1993,15.25669635323847,3,13.86300728553567,4
48E9,1993,14.328628971650954,2,13.708488409605906,4
48F0,1993,13.170843269769675,2,12.999496479718243,4
48F1,1993,12.848695587962311,2,13.036730953362168,4
48F2,1993,12.69110063381832,2,12.610303920465809,4
48F3,1993,12.54685694747024,2,12.501912841389672,4
49E8,1993,13.210148037257994,2,13.991483603375059,4
49E9,1993,13.973870492252278,2,13.470801301433642,4
49F0,1993,12.435297314418454,2,13.570451535470461,4
49F1,1993,13.294563614967053,2,12.90218060214162,4
49F2,1993,12.411870469785875,2,12.741923664845288,4
49F3,1993,12.105622967454973,2,12.682746533870233,4
50E8,1993,12.826236685602321,2,13.998967234312577,4
50E9,1993,13.909130882407165,2,13.875288950024997,4
50F0,1993,13.842528764892837,2,13.30105069939539,4
50F1,1993,13.91285903639984,2,13.255585317006664,4
50F2,1993,12.876407443140806,2,12.913476784717778,4
50F3,1993,12.895851275084013,2,12.45680680949576,4
51E8,1993,14.0180701602326,1,13.635200747429533,4
51E9,1993,14.858519857352551,1,13.425088323149545,4
51F0,1993,12.946915564356097,1,13.904755237419629,4
51F1,1993,13.008841445025961,2,13.28390743081254,4
51F2,1993,12.433326357601384,2,13.173489799912655,4
31F1,1994,10.101788529932847,1,11.94861358567983,4
31F2,1994,13.498535539160223,2,11.830271652346008,4
32F1,1994,10.830294921872229,2,11.069631146844014,4
32F2,1994,13.935739159520876,2,11.873301658711718,4
32F3,1994,12.453263998058082,1,11.698065696358547,4
33F1,1994,9.52988472216599,2,10.43968150634619,4
33F2,1994,10.711112175756341,2,11.183605624953312,4
33F3,1994,11.271375055729397,2,11.159275095889225,4
33F4,1994,10.874036394427574,2,11.524793430264193,4
34F1,1994,10.219895365359205,2,9.751046882864937,4
34F2,1994,9.997423562396982,2,10.490263542667641,4
34F3,1994,10.5986878153149,2,10.994894106311135,4
34F4,1994,11.775846851954391,2,11.031828006963767,4
35F0,1994,10.117522136655296,2,10.530980549319356,4
35F1,1994,9.35935711024148,2,10.287136209954506,4
35F2,1994,10.43135881424012,2,10.613633631780925,4
35F3,1994,10.934930955163768,2,11.03027546182735,4
35F4,1994,11.719656862948828,2,11.490139472942616,4
36F0,1994,12.164901198113338,2,11.36814177769606,4
36F1,1994,10.379768523563401,2,11.25118530413189,4
36F2,1994,12.162822899321473,2,11.079092374578117,4
36F3,1994,11.371398354805548,3,11.639354613406114,4
36F4,1994,11.878381729846758,2,11.504116381523643,4
36F5,1994,11.106250306475467,3,11.545004742406876,4
36F6,1994,11.125293815041502,2,10.782420593534408,4
36F7,1994,9.168663522854061,2,10.443722620982275,4
37E9,1994,11.944261789126728,1,12.829289860567116,4
37F0,1994,13.031014661438817,2,12.043924266977804,4
37F1,1994,11.317660008851277,2,11.713570206488509,4
37F2,1994,12.133843805703396,3,11.201134744563081,4
37F3,1994,11.581282869292458,2,11.652870114087879,4
37F4,1994,11.819160001864727,2,11.709693500109728,4
37F5,1994,11.357183422874519,2,11.36028291267061,4
37F6,1994,11.497585121933584,2,10.969190370114045,4
37F7,1994,10.073554537255227,2,10.266381085847994,4
37F8,1994,9.078457009698788,2,10.507124866426784,4
38E9,1994,13.372369510896439,2,12.895429063526546,4
38F0,1994,12.74887407181987,2,12.554463906544925,4
38F1,1994,11.309653835248422,2,11.544717302131536,4
38F2,1994,9.742773200787118,3,11.414318452283853,4
38F3,1994,11.287078293977846,2,11.08636415430299,4
38F4,1994,12.021925978425177,2,11.445148998691757,4
38F5,1994,11.018136220408664,2,11.563805794535028,4
38F6,1994,11.320729705284934,2,11.513344465944668,4
38F7,1994,11.320818688905543,2,10.79546096821457,4
38F8,1994,11.465462716692304,1,10.469832353068659,4
39E8,1994,14.016694370764416,2,13.12160186086083,4
39E9,1994,12.871886022395174,1,13.440757247391405,4
39F0,1994,12.504817618596016,3,12.55457524223307,4
39F1,1994,12.36956192706788,3,11.796033317349881,4
39F2,1994,10.926697874205749,3,11.932570837983462,4
39F3,1994,10.999474568707205,2,11.54184823105003,4
39F4,1994,11.656221478515786,2,11.675654406560149,4
39F5,1994,11.55538407155548,2,11.614527060416643,4
39F6,1994,12.216837832530878,2,10.978931679159391,4
39F7,1994,10.322096913625813,2,11.473117634334557,4
39F8,1994,11.15795680004449,1,11.076308883770244,4
40E8,1994,12.373004420842957,2,13.0261321170785,4
40E9,1994,13.869147489308748,2,12.24654413883632,4
40F0,1994,12.227978947649362,2,13.473641417381536,4
40F1,1994,12.442963941349339,3,12.892284702225027,4
40F2,1994,14.618473655371645,2,11.983394752446799,4
40F3,1994,12.297395277500742,2,12.460453500096612,4
40F4,1994,12.125833007552732,2,12.096492044310711,4
40F5,1994,11.566912710211245,2,11.563515896990513,4
40F6,1994,10.717516026171333,3,11.412066221951386,4
40F7,1994,11.196857215857312,2,10.555607900850175,4
41E7,1994,13.08593153594527,2,11.687139190118321,4
41E8,1994,11.132755072295566,3,11.977942330137695,4
41E9,1994,11.513307164457792,2,13.093289467636986,4
41F0,1994,15.077636620272038,2,12.373063205934566,4
41F1,1994,12.353124278811217,3,12.988527844602807,4
41F2,1994,12.266521916731367,2,12.685665709996618,4
41F3,1994,12.098032768754866,2,12.191939882322792,4
41F4,1994,12.865438711015074,2,11.984933132029107,4
41F5,1994,11.855330482682504,2,11.76922133612907,4
41F6,1994,10.667657129206109,2,10.823584858629891,4
