stat_rec,comparison,decade_from,decade_to,value_from,value_to,abs_change,pct_change,abs_change_magnitude,change_tercile,change_class
49F0,decade3_minus_decade1,1985-1994,2005-2015,24327.9,5405.545454545454,-18922.354545454546,-77.78046829136319,18922.354545454546,3,large_change
49F1,decade3_minus_decade1,1985-1994,2005-2015,11765.2,2777.5454545454545,-8987.654545454547,-76.39185517844615,8987.654545454547,2,moderate
49F2,decade3_minus_decade1,1985-1994,2005-2015,2985.6,1132.7272727272727,-1852.8727272727272,-62.06031374841664,1852.8727272727272,1,stable
49F3,decade3_minus_decade1,1985-1994,2005-2015,10293.3,5489.272727272727,-4804.027272727272,-46.671400549165696,4804.027272727272,2,moderate
49F4,decade3_minus_decade1,1985-1994,2005-2015,110.5,512.9090909090909,402.4090909090909,364.17112299465236,402.4090909090909,1,stable
49F5,decade3_minus_decade1,1985-1994,2005-2015,33.5,62,28.5,85.07462686567165,28.5,1,stable
50E6,decade3_minus_decade1,1985-1994,2005-2015,1294.4,640.3636363636364,-654.0363636363637,-50.5281492302506,654.0363636363637,1,stable
50E7,decade3_minus_decade1,1985-1994,2005-2015,8072.7,3677.6363636363635,-4395.063636363637,-54.44353978673352,4395.063636363637,2,moderate
50E8,decade3_minus_decade1,1985-1994,2005-2015,3043.6,3357.3636363636365,313.7636363636366,10.308964264806038,313.7636363636366,1,stable
50E9,decade3_minus_decade1,1985-1994,2005-2015,19884.8,4242.363636363636,-15642.436363636363,-78.66529391110981,15642.436363636363,3,large_change
50F0,decade3_minus_decade1,1985-1994,2005-2015,12278.4,2150.6363636363635,-10127.763636363636,-82.48439239936503,10127.763636363636,2,moderate
50F1,decade3_minus_decade1,1985-1994,2005-2015,7587.4,1634.8181818181818,-5952.581818181818,-78.45351264177212,5952.581818181818,2,moderate
50F2,decade3_minus_decade1,1985-1994,2005-2015,4088.5,3142.6363636363635,-945.8636363636365,-23.134734899440783,945.8636363636365,1,stable
50F3,decade3_minus_decade1,1985-1994,2005-2015,5326.3,2562.4545454545455,-2763.8454545454547,-51.890532913006304,2763.8454545454547,1,stable
50F4,decade3_minus_decade1,1985-1994,2005-2015,3835.3,2479.714285714286,-1355.5857142857144,-35.3449720826458,1355.5857142857144,1,stable
50F5,decade3_minus_decade1,1985-1994,2005-2015,114,99.5,-14.5,-12.719298245614034,14.5,1,stable
