model_id,n_hauls,n_rectangles,r2_marginal,r2_conditional,var_fixed,var_random,var_residual,residual_sd,rectangle_intercept_sd,logLik,aic,bic
primary_plain_re,10464,158,0.046871116841409516,0.16472623871973488,0.011212833025032502,0.028194118079964605,0.19981997115869923,0.4470122718211428,0.1679110421621062,-6630.470073571765,13280.94014714353,13353.4971078805
