stat_rec,random_intercept,n_hauls,unpooled_intercept,model_id,shrinkage_ratio
40F0,0.12522515709234067,69,0.12362242616114055,simple_nonspatial,1.012964726392855
41F7,-0.07588394056054593,69,-0.06509226624044025,simple_nonspatial,1.1657904224788087
42F7,0.11686958426622901,69,0.16710994199879622,simple_nonspatial,0.6993574581401678
43E8,0.1505294886304005,69,0.1715928490376638,simple_nonspatial,0.877248029125969
45E8,-0.0809298199985421,69,-0.06458895165234871,simple_nonspatial,1.2529978878454078
45F3,-0.028292934582312624,69,-0.02623486765428871,simple_nonspatial,1.0784477724509305
46F0,0.015057647797137199,69,0.04950754172263497,simple_nonspatial,0.30414856551548
37F1,-0.041373411933008065,70,-0.008127496576539469,simple_nonspatial,5.090548060325861
38F0,0.053728418696073706,70,0.08270253169873762,simple_nonspatial,0.6496586935426769
40F6,-0.09567163421052849,70,-0.09611864234642448,simple_nonspatial,0.9953494127155385
46F2,-0.172170321913654,70,-0.2384866831522504,simple_nonspatial,0.7219284516768598
37F0,0.05082256301911258,71,0.09694006101123386,simple_nonspatial,0.5242679083235054
33F2,0.06606075117032209,72,0.10037461444837154,simple_nonspatial,0.6581420166181655
37F8,-0.16297576570281705,72,-0.14679994272097227,simple_nonspatial,1.1101895728432996
38F3,-0.060145291652603745,72,-0.06294827066599558,simple_nonspatial,0.9554717074236323
40F2,0.053478231517547846,72,0.05006650725636416,simple_nonspatial,1.068143844021594
41E8,0.09885421993517343,72,0.08738497171541747,simple_nonspatial,1.1312496644973158
36F1,0.07551683470115894,74,0.09974387200024377,simple_nonspatial,0.7571075113363794
40F1,0.0784667315530114,74,0.07011318049974322,simple_nonspatial,1.1191438042565873
40F7,-0.1398938781821205,74,-0.14075611565334845,simple_nonspatial,0.9938742450569505
35F3,-0.05240948014091529,75,-0.04052420041025043,simple_nonspatial,1.2932884451844366
42F4,0.07162208472245968,75,0.07713071826248466,simple_nonspatial,0.9285805491752525
32F1,0.19126515900186353,76,0.2617681317844785,simple_nonspatial,0.7306663255683767
36F2,-0.0843946516122699,76,-0.07009069893905553,simple_nonspatial,1.20407775767298
