model_id,term,estimate,std_error,statistic,p_value,ci_low,ci_high,r_squared,adj_r_squared,n
biomass_fishing_ols,mean_annual_hours_total,-2.6747082897015736e-5,4.401002930975252e-6,-6.077497178827974,8.999611820455596e-9,-3.544032900793739e-5,-1.805383678609408e-5,0.1914416040912044,0.18625853745076337,158
