model_id,term,estimate,std_error,statistic,p_value,ci_low,ci_high,rho,rho_se,rho_z,rho_p_value,log_likelihood,aic,n
sar_lag_primary_abs,mean_annual_hours_total,-4.527668286913889e-7,6.629159735055542e-7,-0.6829927876034132,0.49461140000876647,-1.7520582615385834e-6,8.465246041558057e-7,0.8536976196880485,0.045593169423602795,18.724243795302023,3.141001465413831e-78,113.19158516191676,-218.38317032383353,158
sar_lag_biomass_covariate,mean_annual_hours_total,1.911304300889613e-6,6.064731596383664e-7,3.1515068235324772,0.001624303673476657,7.226387504082045e-7,3.0999698513710216e-6,0.660615724001221,0.059664552930238125,11.072164150356343,1.7121509928934695e-28,152.08567099028255,-294.1713419805651,158
sar_lag_biomass_covariate,mean_ln_B_obs,0.10770030228355396,0.013089547176363415,8.227962421651597,2.220446049250313e-16,0.0820452612439437,0.1333553433231642,0.660615724001221,0.059664552930238125,11.072164150356343,1.7121509928934695e-28,152.08567099028255,-294.1713419805651,158
