model_id,n_hauls,n_rectangles,r2_marginal,r2_conditional,var_fixed,var_random,var_residual,residual_sd,rectangle_intercept_sd,logLik,aic,bic,cor_FP_between_FP_within
wb_primary,10464,158,0.05128413587152443,0.17114774910442473,0.012293066326552252,0.02873191334067905,0.19868006981139297,0.44573542579807696,0.1695049065386576,-6612.387073227786,13252.774146455571,13354.353891487328,-7.428420218401001e-16
