row_type,phase,estimate,std_error,ci_lo,ci_hi,p_value,source
pooled,all_years_pooled,5.863395507415275e-4,0.013363092989806735,-0.025605322709279673,0.026778001810762727,0.9650020242913155,contrast CAR (FP_between main effect only)
phase_specific,1985-1988,-0.04342120109791227,0.01825092839350814,-0.07919302074918824,-0.00764938144663631,0.01735389049316162,primary within-between CAR (FP_between * phase)
phase_specific,1989-2000,-0.05179757653225637,0.01448755325693731,-0.080193180915853493,-0.02340197214865923,3.498055345896048e-4,primary within-between CAR (FP_between * phase)
phase_specific,2001-2007,0.08721008349458212,0.0154244210138256,0.05697821830748392,0.11744194868168031,1.5673212869419226e-8,primary within-between CAR (FP_between * phase)
phase_specific,2008-2015,0.01331300078163078,0.015114802854763,-0.01631201281370471,0.04293801437696627,0.37843029072212464,primary within-between CAR (FP_between * phase)
