"n","log_median","log_iqr","log_range","iqr_range_ratio","skewness","excess_kurtosis","hist_peak_ratio","log_q025","log_q975"
12069,11.8973230526614,1.60937367259618,13.4557850396226,0.119604591471783,-0.192580084700189,1.01591604364385,4.95650012428536,9.31434744404642,14.3777909124605
